股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
天力锂能,19.19%,-5.7%,3.368755474452553
君逸数码,14.38%,16.54%,0.869488372093024
泰慕士,12.91%,7.03%,1.8375927419354807
天晟新材,8.29%,13.7%,0.6048967032967032
宏景科技,8.27%,15.71%,0.52649603960396
弘业期货,7.69%,-8.97%,0.8569647482014385
固高科技,6.7%,0.0%,inf
东星医疗,6.53%,12.18%,0.536181909547739
达嘉维康,6.32%,17.24%,0.3666147186147185
神州数码,6.26%,14.49%,0.4318888283378749
太平洋,6.22%,24.0%,0.2591666666666668
创识科技,6.13%,18.49%,0.3314681462140994
三维天地,6.08%,11.97%,0.5078350332594237
威迈斯,5.99%,9.69%,0.6184196347031959
南王科技,5.77%,14.99%,0.38502819548872175
麒麟信安,5.74%,10.14%,0.5662049382716048
宏源药业,5.73%,12.92%,0.44337961165048534
慧博云通,5.69%,22.16%,0.25675180265654657
威力传动,5.23%,-26.33%,0.198646884272997
源飞宠物,4.98%,6.82%,0.7302448598130826
药易购,4.86%,28.18%,0.17246250000000005
玉马遮阳,4.82%,9.18%,0.5248444444444442
亨迪药业,4.61%,10.16%,0.45389291666666626
铜牛信息,4.5%,9.07%,0.49608996539792377
银之杰,4.48%,8.1%,0.5529600000000005
锦龙股份,4.36%,4.27%,1.0200896551724137
拓山重工,4.34%,0.27%,16.166500000000347
指南针,4.32%,31.23%,0.1383370786516854
金杨股份,4.14%,3.51%,1.1793692307692292
财富趋势,3.94%,7.04%,0.5594800000000001
通达创智,3.94%,6.04%,0.6524639999999999
联合光电,3.83%,6.97%,0.5492940170940179
宝丽迪,3.76%,9.98%,0.3768355555555554
宁波方正,3.68%,-7.61%,0.4833365853658535
川宁生物,3.55%,7.53%,0.4711818181818181
乐心医疗,3.23%,10.75%,0.3005438095238093
科创信息,3.16%,13.08%,0.2416359281437126
英飞拓,3.13%,19.32%,0.16203605442176872
威士顿,3.11%,19.48%,0.15961706683971455
中光防雷,3.11%,13.7%,0.22697983870967772
西点药业,3.11%,12.11%,0.2568431034482758
中科金财,3.05%,4.58%,0.6664662162162177
法本信息,2.95%,6.88%,0.42903260869565213
亚宝药业,2.8%,9.04%,0.3098064516129032
