股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
中核科技,1.19%,-0.13%,8.901199999999399
冠中生态,1.09%,-0.32%,3.361559999999952
森麒麟,1.82%,-0.57%,3.1759000000000674
必得科技,1.88%,0.65%,2.8782800000000104
双飞股份,1.02%,0.39%,2.6163000000000554
源飞宠物,2.5%,1.14%,2.1930555555555373
平潭发展,1.52%,1.16%,1.3122666666666558
新柴股份,1.07%,0.87%,1.2238124999999989
三生国健,2.65%,2.19%,1.209139534883722
华通线缆,2.29%,1.94%,1.1779187499999988
线上线下,1.15%,0.98%,1.1688472222222241
爱慕股份,1.56%,1.34%,1.1645739130434942
西部黄金,1.12%,0.97%,1.1512000000000102
五洲医疗,1.65%,1.45%,1.1377499999999967
东珠生态,1.11%,1.04%,1.0656000000000054
川宁生物,1.4%,1.47%,0.9530769230769174
福莱新材,5.78%,7.03%,0.822336363636364
康力源,4.88%,6.16%,0.7918996078431382
赛维时代,7.82%,10.41%,0.7514390804597698
华东重机,1.27%,1.84%,0.6894285714285686
剑桥科技,1.05%,1.52%,0.689374999999997
重庆银行,1.28%,1.97%,0.6495999999999993
仁和药业,1.34%,-2.06%,0.6489428571428546
研奥股份,1.74%,2.72%,0.6386343749999994
宁波建工,1.36%,2.23%,0.609527272727271
百利天恒,1.15%,1.96%,0.5870380116959086
瑞华泰,1.03%,-1.77%,0.5824404761904738
深水规院,7.86%,13.75%,0.5716363636363636
实朴检测,1.52%,2.72%,0.5588651162790724
海辰药业,1.7%,3.06%,0.5547746478873261
冠盛股份,1.1%,2.18%,0.5045135135135121
中国软件,1.5%,2.99%,0.5020529801324509
古鳌科技,2.37%,-4.76%,0.49769999999999964
冀凯股份,1.16%,2.41%,0.4810133333333322
经纬股份,6.37%,13.32%,0.47823999999999994
金迪克,2.25%,4.82%,0.46702302631578957
亚虹医药,1.51%,3.27%,0.46174210526315684
立达信,1.73%,3.78%,0.45814107142857097
荣昌生物,1.03%,2.27%,0.45279607843137226
泰慕士,12.62%,28.15%,0.4483832187070148
深城交,5.18%,11.56%,0.44791764705882386
胜通能源,1.01%,2.28%,0.44388205128205066
大湖股份,2.08%,-4.81%,0.4323878787878787
百普赛斯,2.57%,6.01%,0.42797545691906025
欧亚集团,2.11%,5.1%,0.41400757575757563
豪恩汽电,5.12%,12.55%,0.40786678865507753
炬申股份,1.09%,2.69%,0.4056357142857144
建研院,1.68%,4.2%,0.4
弘业期货,2.68%,6.86%,0.39090101010101
天元宠物,1.49%,3.84%,0.38802083333333304
梦网科技,1.16%,3.1%,0.37427755102040794
百诚医药,1.19%,3.28%,0.36270714285714273
保立佳,1.28%,3.69%,0.3473194029850737
中国能建,1.45%,4.26%,0.3407499999999998
梅雁吉祥,1.34%,4.0%,0.3350000000000004
华峰铝业,1.97%,6.05%,0.32584252873563246
新华都,1.09%,3.4%,0.32077142857142865
明新旭腾,2.13%,6.64%,0.32075294117647024
双枪科技,1.3%,4.07%,0.3192222222222228
天海防务,2.04%,6.4%,0.31850322580645113
苏豪弘业,1.8%,5.71%,0.3151836734693877
新大洲A,1.23%,3.98%,0.30872999999999967
红宝丽,1.02%,3.35%,0.30454285714285595
神农集团,1.15%,3.79%,0.30375862068965487
智翔金泰,2.36%,7.77%,0.3036329004329001
永泰能源,2.07%,7.04%,0.2939399999999997
西大门,1.07%,3.65%,0.2932592592592597
西安旅游,2.86%,9.75%,0.29323614457831326
时空科技,1.46%,4.98%,0.2931837837837839
四方新材,1.46%,5.1%,0.2860860759493674
华旺科技,1.88%,6.93%,0.2711591240875918
敦煌种业,1.1%,4.11%,0.267535714285714
