wid,weibo_link,content,img_urls,origin_img_urls,is_origin,location,publish_time,publish_tool,like_num,forward_num,comment_num
MnFqsAKLF,https://weibo.cn/comment/MnFqsAKLF?uid=7751678845&rl=0#cmtfrm,今天北向资金净买入58.01亿元，连续5日加仓累计超340亿元……洋葱算是猛的！  ,,无,True,无,2023-01-10 17:02,无,5609,11,113
MnF3cliru,https://weibo.cn/comment/MnF3cliru?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复66  
原始用户: 广西小wu
转发内容: 今天两市走势略为分化，大盘指数连续6连阳之后略显疲态，尾盘收在3169.51点，小跌0.21%；按技术面看短线不能突破3186点的话，将有回撤3123巩固的偏向。创业板指数则在电池，电池材料，医美，芯片，半导体，储能等轮动刺激下也连续5连阳，而且今天改写了近几个月来的新高，按技术组合看今天虽然收在24...全文 ",无,,False,无,2023-01-10 16:04,无,4162,19,453
MnEEXsS8F,https://weibo.cn/comment/MnEEXsS8F?uid=7751678845&rl=0#cmtfrm,今天两市走势略为分化，大盘指数连续6连阳之后略显疲态，尾盘收在3169.51点，小跌0.21%；按技术面看短线不能突破3186点的话，将有回撤3123巩固的偏向。创业板指数则在电池，电池材料，医美，芯片，半导体，储能等轮动刺激下也连续5连阳，而且今天改写了近几个月来的新高，按技术组合看今天虽然收在24...全文 ,,无,True,无,2023-01-10 15:05,微博 weibo.com,5534,73,595
MnEEbzxgO,https://weibo.cn/comment/MnEEbzxgO?uid=7751678845&rl=0#cmtfrm,神电池最近的成交量变化：12月30日成交29.43亿；元月3日成交40.57亿元；元月4日成交75.28亿元；元月5日成交103.72亿元；元月6日成交76.42亿元；元月9日成交53.73亿元；元月10日成交77.82亿元；  ,,无,True,无,2023-01-10 15:03,微博 weibo.com,3705,10,79
MnEwye7FF,https://weibo.cn/comment/MnEwye7FF?uid=7751678845&rl=0#cmtfrm,目前北向资金净买入超50.01亿元，洋葱还是给力的。  ,,无,True,无,2023-01-10 14:44,微博 weibo.com,5347,3,103
MnEqj8t2S,https://weibo.cn/comment/MnEqj8t2S?uid=7751678845&rl=0#cmtfrm,"转发理由:创业板强很多，大盘指数则是维持原判！收到请回复66   
原始用户: 广西小wu
转发内容: 按技术面看，大盘指数自3031.54点（当时提示是3036点搏击）看3156方向，截止昨日试了3183.58点，就短线看这两天过不了3186点，则需要回撤3123方向积累能量，收到请回复66  ",无,,False,无,2023-01-10 14:29,微博 weibo.com,5286,10,502
MnEmwcmR3,https://weibo.cn/comment/MnEmwcmR3?uid=7751678845&rl=0#cmtfrm,创业板指数试2273后逐步走强，今天试了2478边，主要得益与电池，电池材料，医美，芯片，半导体等板块的反弹和回稳推动，明白的66  ,,无,True,无,2023-01-10 14:19,微博 weibo.com,5491,11,428
MnE3HDk0W,https://weibo.cn/comment/MnE3HDk0W?uid=7751678845&rl=0#cmtfrm,台积电12月销售额1925.6亿新台币，同比增长24%。  ,,无,True,无,2023-01-10 13:33,微博 weibo.com,5281,3,78
MnDTK1AGO,https://weibo.cn/comment/MnDTK1AGO?uid=7751678845&rl=0#cmtfrm,目前电池，电池材料等拉起，创业板指数领先，注意观察2470点的争夺，收到请回复66  ,,无,True,无,2023-01-10 13:08,微博 weibo.com,6458,13,617
MnDPoiQuT,https://weibo.cn/comment/MnDPoiQuT?uid=7751678845&rl=0#cmtfrm,下午集合！  ,,无,True,无,2023-01-10 12:58,微博 weibo.com,6017,2,230
MnDNIeJJQ,https://weibo.cn/comment/MnDNIeJJQ?uid=7751678845&rl=0#cmtfrm,棒子最近是跪舔美狗啊！  ,,无,True,无,2023-01-10 12:53,微博 weibo.com,5625,3,147
MnDN0wQPt,https://weibo.cn/comment/MnDN0wQPt?uid=7751678845&rl=0#cmtfrm,"转发理由:离岸人民币涨至6.75910，创2022年8月15日以来新高！  
原始用户: 广西小wu
转发内容: 人民币短期涨势如虹，按最近这波走贬至7.37475的日线组合来看，第一目标回6.80左右！  原图 ",无,http://ww2.sinaimg.cn/large/008sBfM9gy1h7tdsx4tg0g31g40kaglw.gif,False,无,2023-01-10 12:52,微博 weibo.com,4328,5,88
MnDiPp8g7,https://weibo.cn/comment/MnDiPp8g7?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复66   
原始用户: 广西小wu
转发内容: 早盘收在3170.41点，盘中是芯片，半导体，生物制品，游戏等领先。按技术面看，大盘指数自3031.54点（当时提示是3036点搏击）看3156方向，截止昨日试了3183.58点，就短线看这两天过不了3186点，则需要回撤3123方向积累能量，收到请回复66  ",无,,False,无,2023-01-10 11:37,微博 weibo.com,5253,6,677
MnDgE9zql,https://weibo.cn/comment/MnDgE9zql?uid=7751678845&rl=0#cmtfrm,早盘收在3170.41点，盘中是芯片，半导体，生物制品，游戏等领先。按技术面看，大盘指数自3031.54点（当时提示是3036点搏击）看3156方向，截止昨日试了3183.58点，就短线看这两天过不了3186点，则需要回撤3123方向积累能量，收到请回复66  ,,无,True,无,2023-01-10 11:32,微博 weibo.com,5433,29,566
MnDezC8f8,https://weibo.cn/comment/MnDezC8f8?uid=7751678845&rl=0#cmtfrm,按早盘看，创业板领先一点，洋葱的资金目前流入30亿左右！  ,,无,True,无,2023-01-10 11:27,微博 weibo.com,4700,3,57
MnDdCeEVP,https://weibo.cn/comment/MnDdCeEVP?uid=7751678845&rl=0#cmtfrm,多空分歧明显！  ,,无,True,无,2023-01-10 11:25,微博 weibo.com,4300,1,43
MnD7X9OJN,https://weibo.cn/comment/MnD7X9OJN?uid=7751678845&rl=0#cmtfrm,"转发理由:记住：个股不追高，仓位要控制好哈！  
原始用户: 广西小wu
转发内容: 按技术面看，大盘指数自3031.54点（当时提示是3036点搏击）看3156方向，截止昨日试了3183.58点，就短线看这两天过不了3186点，则需要回撤3123方向积累能量，收到请回复66  ",无,,False,无,2023-01-10 11:11,微博 weibo.com,5146,7,248
MnD2ozTwB,https://weibo.cn/comment/MnD2ozTwB?uid=7751678845&rl=0#cmtfrm,铁几？  ,,无,True,无,2023-01-10 10:57,微博 weibo.com,5176,3,711
MnCYo4uKg,https://weibo.cn/comment/MnCYo4uKg?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复66   
原始用户: 广西小wu
转发内容: 按技术面看，大盘指数自3031.54点（当时提示是3036点搏击）看3156方向，截止昨日试了3183.58点，就短线看这两天过不了3186点，则需要回撤3123方向积累能量，收到请回复66  ",无,,False,无,2023-01-10 10:47,微博 weibo.com,4914,11,651
MnCOKiFP7,https://weibo.cn/comment/MnCOKiFP7?uid=7751678845&rl=0#cmtfrm,炒股要专心一点，不要花心！  ,,无,True,无,2023-01-10 10:23,微博 weibo.com,5979,13,168
MnCHXwOqL,https://weibo.cn/comment/MnCHXwOqL?uid=7751678845&rl=0#cmtfrm,目前指数再度返红，还属于反弹的强势。  ,,无,True,无,2023-01-10 10:07,微博 weibo.com,5275,1,42
MnCIiwIuc,https://weibo.cn/comment/MnCIiwIuc?uid=7751678845&rl=0#cmtfrm,"转发理由:订好KTV了？  
原始用户: 广西小wu
转发内容: 菜经理改写了自10月12日反弹以来的新高。  ",无,,False,无,2023-01-10 10:07,微博 weibo.com,4973,1,76
MnCH7vjHx,https://weibo.cn/comment/MnCH7vjHx?uid=7751678845&rl=0#cmtfrm,菜经理改写了自10月12日反弹以来的新高。  ,,无,True,无,2023-01-10 10:04,微博 weibo.com,4644,7,72
MnCFha9Ty,https://weibo.cn/comment/MnCFha9Ty?uid=7751678845&rl=0#cmtfrm,白酒，芯片，半导体，封装等暂时领先！  ,,无,True,无,2023-01-10 10:00,微博 weibo.com,5430,2,62
MnCAru3SL,https://weibo.cn/comment/MnCAru3SL?uid=7751678845&rl=0#cmtfrm,按技术面看，大盘指数自3031.54点（当时提示是3036点搏击）看3156方向，截止昨日试了3183.58点，就短线看这两天过不了3186点，则需要回撤3123方向积累能量，收到请回复66  ,,无,True,无,2023-01-10 09:48,微博 weibo.com,7470,67,1054
MnCxy9vsh,https://weibo.cn/comment/MnCxy9vsh?uid=7751678845&rl=0#cmtfrm,其实，从去年的10月12日至今，人家菜经理虽然没有坤坤那么牛13，但也没有辜负人。  ,,无,True,无,2023-01-10 09:41,微博 weibo.com,5894,5,143
MnCvO1Fn4,https://weibo.cn/comment/MnCvO1Fn4?uid=7751678845&rl=0#cmtfrm,"转发理由:回撤的第一目标是3123左右。收到请回复66   
原始用户: 广西小wu
转发内容: 大盘指数以小碎步的方式拉了6连阳，按短线看指数在3156/3186这30点区域的短线压力是需要消化的，操作上个股不追高，整体仓位要控制好，不要冲动。按热点看年报业绩增长超预期的个股出现走强。。。收到请回复66  ",无,,False,无,2023-01-10 09:37,微博 weibo.com,6952,28,1001
MnCsFiSKj,https://weibo.cn/comment/MnCsFiSKj?uid=7751678845&rl=0#cmtfrm,大盘指数以小碎步的方式拉了6连阳，按短线看指数在3156/3186这30点区域的短线压力是需要消化的，操作上个股不追高，整体仓位要控制好，不要冲动。按热点看年报业绩增长超预期的个股出现走强。。。收到请回复66  ,,无,True,无,2023-01-10 09:29,微博 weibo.com,6125,46,729
MnCoKEzID,https://weibo.cn/comment/MnCoKEzID?uid=7751678845&rl=0#cmtfrm,"转发理由:特斯拉试了101.82美元之后回稳，而且出现放量，说明有大资金干短线了！按技术面看，反弹的目标初步定在150美元左右。思路，仅供参考，不一定蒙对，风险自理！  
原始用户: 广西小wu
转发内容: 前面说的特斯拉，起码100美元。  原图 ",无,http://ww1.sinaimg.cn/large/008sBfM9gy1h9jipjc9vsg31770iidg2.gif,False,无,2023-01-10 09:19,微博 weibo.com,5193,97,202
MnCnzpYdu,https://weibo.cn/comment/MnCnzpYdu?uid=7751678845&rl=0#cmtfrm,所有人，集合！集合，集合！  ,,无,True,无,2023-01-10 09:16,微博 weibo.com,5832,5,355
MnxsoaqVv,https://weibo.cn/comment/MnxsoaqVv?uid=7751678845&rl=0#cmtfrm,"转发理由:特斯拉开始反弹了，因为短线资金太多了！//@广西小wu:特斯拉昨晚上试了101.82美元了被拉红，而且放量，说明有大资金干短线了！  
原始用户: 广西小wu
转发内容: 电动汽车股和电池材料股的下跌，主要是因为美国市场上的龙大特斯拉最近一个来处于连续下跌的态势（一是因为老大换了，二是价格战）。按幅度看它从最近一次除权后的最高313.8美元跌到昨晚的122.26美元，累计下跌幅度也不小了，按波段看接近100美元会有一轮反弹。按行业看，电动汽车，电池，电池材料，...全文 ",无,,False,无,2023-01-09 20:44,无,5280,23,130
MnxjEdlKm,https://weibo.cn/comment/MnxjEdlKm?uid=7751678845&rl=0#cmtfrm,"转发理由:离岸人民币试了6.76640点， 创去年9月以来新高。。。。。如期实现了预期的6.8……算是蒙对了一次！  
原始用户: 广西小wu
转发内容: 人民币短期涨势如虹，按最近这波走贬至7.37475的日线组合来看，第一目标回6.80左右！  原图 ",无,http://ww2.sinaimg.cn/large/008sBfM9gy1h7tdsx4tg0g31g40kaglw.gif,False,无,2023-01-09 20:23,无,5835,15,251
MnxhYt5RP,https://weibo.cn/comment/MnxhYt5RP?uid=7751678845&rl=0#cmtfrm,按数据看目前国内共有4.94亿户，按照城镇人口占比63.89%计算，城镇居民家庭约为3.15亿户。也就是说1.78亿城镇家庭，背了38.91万亿元的房贷，户均21.85万元房贷。房贷余额中利息约占四成，户均的房贷利息负担为8.74万元。  ,,无,True,无,2023-01-09 20:19,无,5213,32,211
MnwNWl0Oi,https://weibo.cn/comment/MnwNWl0Oi?uid=7751678845&rl=0#cmtfrm,今天北向资金净买入77亿元，近4个交易日连续加仓累计超280亿元……洋葱够猛！  ,,无,True,无,2023-01-09 19:05,无,6370,15,181
MnwqlBxeb,https://weibo.cn/comment/MnwqlBxeb?uid=7751678845&rl=0#cmtfrm,据港交所权益披露数据，巴菲特旗下伯克希尔·哈撒韦公司于1月3日出售了105.8万股比亚迪H股，持股比例降至13.97%。  ,,无,True,无,2023-01-09 18:07,无,5228,11,138
MnvksoZ0V,https://weibo.cn/comment/MnvksoZ0V?uid=7751678845&rl=0#cmtfrm,"转发理由:  
原始用户: 广西小wu
转发内容: 个股不追高，仓位控制好，不要冲动……收到请回复66  ",无,,False,无,2023-01-09 15:19,无,6666,11,541
MnuMGfVqC,https://weibo.cn/comment/MnuMGfVqC?uid=7751678845&rl=0#cmtfrm,我是看！  ,,无,True,无,2023-01-09 13:56,无,8927,7,549
Mnuu164aH,https://weibo.cn/comment/Mnuu164aH?uid=7751678845&rl=0#cmtfrm,"转发理由:不要冲动……收到请回复66  
原始用户: 广西小wu
转发内容: 个股不追高，仓位控制好，不要冲动……收到请回复66  ",无,,False,无,2023-01-09 13:10,无,10877,17,1575
MnurXmnEE,https://weibo.cn/comment/MnurXmnEE?uid=7751678845&rl=0#cmtfrm,铁几了？  ,,无,True,无,2023-01-09 13:05,无,10309,8,1880
Mnu2qtGhP,https://weibo.cn/comment/Mnu2qtGhP?uid=7751678845&rl=0#cmtfrm,"转发理由:早上收在3174.33点。  
原始用户: 广西小wu
转发内容: 个股不追高，仓位控制好，不要冲动……收到请回复66  ",无,,False,无,2023-01-09 12:02,无,8702,7,362
MntIMpirD,https://weibo.cn/comment/MntIMpirD?uid=7751678845&rl=0#cmtfrm,个股不追高，仓位控制好，不要冲动……收到请回复66  ,,无,True,无,2023-01-09 11:14,无,11564,71,1556
MntFuAi4u,https://weibo.cn/comment/MntFuAi4u?uid=7751678845&rl=0#cmtfrm,"转发理由:今天己经60.5港元！  
原始用户: 广西小wu
转发内容: 最牛的培训机构新东方上市之后最高冲到43.45港元，在经历政策面的变化后一度跌到过2.84港元。之后它的老大带领团队转型为网络带货，火了之后股价是节节上涨，截止目前是52.25港元，今年以886%的涨幅称王.......这就是股市的魅力！  ",无,,False,无,2023-01-09 11:06,无,7709,16,154
MntCvw5L3,https://weibo.cn/comment/MntCvw5L3?uid=7751678845&rl=0#cmtfrm,大家现在有什么看法？  ,,无,True,无,2023-01-09 10:58,无,8235,6,479
MntzYnnuO,https://weibo.cn/comment/MntzYnnuO?uid=7751678845&rl=0#cmtfrm,一反弹，又说牛回来了！  ,,无,True,无,2023-01-09 10:52,无,8759,7,296
MnttnnvUU,https://weibo.cn/comment/MnttnnvUU?uid=7751678845&rl=0#cmtfrm,六连阳，小碎步上爬，目前看比预期强！  ,,无,True,无,2023-01-09 10:36,无,9643,6,235
MnthX73rv,https://weibo.cn/comment/MnthX73rv?uid=7751678845&rl=0#cmtfrm,有色金属、新材料等，早盘表现可以！  ,,无,True,无,2023-01-09 10:08,无,8989,5,141
Mntha2STX,https://weibo.cn/comment/Mntha2STX?uid=7751678845&rl=0#cmtfrm,小节奏爬楼梯，拿对热点是可以赚点钱的！  ,,无,True,无,2023-01-09 10:06,无,8789,9,162
Mnte5sgVX,https://weibo.cn/comment/Mnte5sgVX?uid=7751678845&rl=0#cmtfrm,"转发理由:目前看还算是不错的，注意观察！  
原始用户: 广西小wu
转发内容: 今天大盘指数参考3123至3176之间，短线看3156/3176区域的压力需要消化，操作上注意热点板块的变化，个股不要追高，控制好仓位……收到请回复66  ",无,,False,无,2023-01-09 09:58,无,7891,6,264
Mnt0Zdfai,https://weibo.cn/comment/Mnt0Zdfai?uid=7751678845&rl=0#cmtfrm,今天大盘指数参考3123至3176之间，短线看3156/3176区域的压力需要消化，操作上注意热点板块的变化，个股不要追高，控制好仓位……收到请回复66  ,,无,True,无,2023-01-09 09:26,无,11082,35,1516
MnsYZAzQ8,https://weibo.cn/comment/MnsYZAzQ8?uid=7751678845&rl=0#cmtfrm,所有人，集合……🙏  ,,无,True,无,2023-01-09 09:21,无,8422,4,407
MnsDNCVlZ,https://weibo.cn/comment/MnsDNCVlZ?uid=7751678845&rl=0#cmtfrm,不要傲慢，因为傲慢产生偏见。在富人的世界，不讲感情只讲价值，他们都非常务实！不要怕别人利用你，有人利用说明你有价值。🙏🙏  ,,无,True,无,2023-01-09 08:29,无,9243,107,340
MnsuqlKuM,https://weibo.cn/comment/MnsuqlKuM?uid=7751678845&rl=0#cmtfrm,"转发理由:离岸人民币试了6.81805点， 创去年9月以来新高。。。。。服不？  
原始用户: 广西小wu
转发内容: 人民币短期涨势如虹，按最近这波走贬至7.37475的日线组合来看，第一目标回6.80左右！  原图 ",无,http://ww2.sinaimg.cn/large/008sBfM9gy1h7tdsx4tg0g31g40kaglw.gif,False,无,2023-01-09 08:06,无,7712,25,467
Mno2ymEpb,https://weibo.cn/comment/Mno2ymEpb?uid=7751678845&rl=0#cmtfrm,大家养好身体，早点休息吧……晚安！🙏🙏🙏  ,,无,True,无,2023-01-08 20:46,无,7803,13,574
MnnTh3paA,https://weibo.cn/comment/MnnTh3paA?uid=7751678845&rl=0#cmtfrm,自从羊了以后，整个人似乎都变了！缺乏斗志！  ,,无,True,无,2023-01-08 20:23,无,7499,13,470
MnkufgBbY,https://weibo.cn/comment/MnkufgBbY?uid=7751678845&rl=0#cmtfrm,大家好点没有？  ,,无,True,无,2023-01-08 11:43,无,6095,18,511
MniKI3fsa,https://weibo.cn/comment/MniKI3fsa?uid=7751678845&rl=0#cmtfrm,"转发理由:老人言：“人这一辈子，只要感谢四个人，病时，端茶倒水的人，穷时，借钱给你的人，难时，背后挺你的人，苦时，同舟共济的人，其余都是点头之交！”   
原始用户: 教您做睿智女人
转发内容: 老人言：“人这一辈子，只要感谢四个人，病时，端茶倒水的人，穷时，借钱给你的人，难时，背后挺你的人，苦时，同舟共济的人，其余都是点头之交！”  原图 ",无,http://ww1.sinaimg.cn/large/a1771597gy1h9toqpfp8vj20j60pc0u9.jpg,False,无,2023-01-08 07:18,无,7058,409,641
MneOO2ISL,https://weibo.cn/comment/MneOO2ISL?uid=7751678845&rl=0#cmtfrm,建议大家早一点休息……所有人，点一个……晚安！  ,,无,True,无,2023-01-07 21:17,无,7613,10,465
MneJb1Yfo,https://weibo.cn/comment/MneJb1Yfo?uid=7751678845&rl=0#cmtfrm,"转发理由:受不了？  
原始用户: 广西小wu
转发内容: 忍了九个小时不看微博！  ",无,,False,无,2023-01-07 21:04,无,5419,2,151
MneobBxzK,https://weibo.cn/comment/MneobBxzK?uid=7751678845&rl=0#cmtfrm,忍了九个小时不看微博！  ,,无,True,无,2023-01-07 20:12,无,6339,6,325
MnaNJfAZf,https://weibo.cn/comment/MnaNJfAZf?uid=7751678845&rl=0#cmtfrm,耐心等待市场构筑，2023年会有一个相对好的赚钱波段！  ,,无,True,无,2023-01-07 11:04,无,11855,131,1164
Mnafua77w,https://weibo.cn/comment/Mnafua77w?uid=7751678845&rl=0#cmtfrm,元气没恢复，有点想去浪了！  ,,无,True,无,2023-01-07 09:39,无,7380,9,499
Mn9XdcT5H,https://weibo.cn/comment/Mn9XdcT5H?uid=7751678845&rl=0#cmtfrm,神电池的成交量变化：12月30日成交29.43亿； 元月3日成交40.57亿元； 元月4日成交75.28亿元；元月5日成交103.72亿元；元月6日成交76.42亿元。  ,,无,True,无,2023-01-07 08:54,无,5326,15,162
Mn9RDdPPM,https://weibo.cn/comment/Mn9RDdPPM?uid=7751678845&rl=0#cmtfrm,右肺部感染之后，挂了几天瓶子，咳嗽少了，气也上得来了，再休养一下应该正常了！希望大家健康！🙏🙏🙏  ,,无,True,无,2023-01-07 08:41,无,8239,23,922
Mn9Nlf1KD,https://weibo.cn/comment/Mn9Nlf1KD?uid=7751678845&rl=0#cmtfrm,"转发理由:这是大菜了！  
原始用户: 中国书画诗词院
转发内容: “ 粗菜淡饭 ... ”  [组图共9张] 原图 ",无,http://ww4.sinaimg.cn/large/a7295e45gy1h9lxqm0dypj20u0101194.jpg http://ww2.sinaimg.cn/large/a7295e45gy1h9lxqkosypj20u00tg7g8.jpg http://ww4.sinaimg.cn/large/a7295e45gy1h9lxqjq4sij20u012wapa.jpg http://ww2.sinaimg.cn/large/a7295e45gy1h9lxqj508wj20u012wto1.jpg http://ww1.sinaimg.cn/large/a7295e45gy1h9lxql0a24j20of0nmdl2.jpg http://ww3.sinaimg.cn/large/a7295e45gy1h9lxqlhi07j20u011j7k2.jpg http://ww2.sinaimg.cn/large/a7295e45gy1h9lxqn262vj20t60yjgzz.jpg http://ww1.sinaimg.cn/large/a7295e45gy1h9lxqk83kyj20u012wtph.jpg http://ww3.sinaimg.cn/large/a7295e45gy1h9lxqnka1mj20u010dn8u.jpg,False,无,2023-01-07 08:30,无,3631,46,291
Mn8Wysh3g,https://weibo.cn/comment/Mn8Wysh3g?uid=7751678845&rl=0#cmtfrm,"转发理由:特斯拉昨晚上试了101.82美元了被拉红，而且放量，说明有大资金干短线了！  
原始用户: 广西小wu
转发内容: 电动汽车股和电池材料股的下跌，主要是因为美国市场上的龙大特斯拉最近一个来处于连续下跌的态势（一是因为老大换了，二是价格战）。按幅度看它从最近一次除权后的最高313.8美元跌到昨晚的122.26美元，累计下跌幅度也不小了，按波段看接近100美元会有一轮反弹。按行业看，电动汽车，电池，电池材料，...全文 ",无,,False,无,2023-01-07 06:20,无,4879,60,238
Mn60CkrnB,https://weibo.cn/comment/Mn60CkrnB?uid=7751678845&rl=0#cmtfrm,所有人，晚安！🙏🙏🙏  ,,无,True,无,2023-01-06 22:52,无,5272,1,248
Mn5XL0En9,https://weibo.cn/comment/Mn5XL0En9?uid=7751678845&rl=0#cmtfrm,"转发理由:前面说的特斯拉，起码100美元。 现在101.82美元了！  
原始用户: 广西小wu
转发内容: 前面说的特斯拉，起码100美元。  原图 ",无,http://ww1.sinaimg.cn/large/008sBfM9gy1h9jipjc9vsg31770iidg2.gif,False,无,2023-01-06 22:45,无,3924,15,175
Mn5ElpUjd,https://weibo.cn/comment/Mn5ElpUjd?uid=7751678845&rl=0#cmtfrm,"转发理由:我原本以为小事，不会有大影响，谁知道要半条命！  
原始用户: 广西小wu
转发内容: 偶尔还咳嗽，你们呢？  ",无,,False,无,2023-01-06 21:57,无,5260,13,499
Mn57siWhI,https://weibo.cn/comment/Mn57siWhI?uid=7751678845&rl=0#cmtfrm,欧洲股市目前有点迷路，等它爹带路！  ,,无,True,无,2023-01-06 20:36,无,5109,11,155
Mn42hlihG,https://weibo.cn/comment/Mn42hlihG?uid=7751678845&rl=0#cmtfrm,偶尔还咳嗽，你们呢？  ,,无,True,无,2023-01-06 17:50,无,5036,29,821
Mn3Pn7CV2,https://weibo.cn/comment/Mn3Pn7CV2?uid=7751678845&rl=0#cmtfrm,"转发理由:如果是这样子也是赚爆了！前面说了起码砸到一百美元！  
原始用户: 广西小wu
转发内容: 2022年5月27日，特斯拉CEO马斯克在社交平台爆出：“比尔盖茨一边声称要帮助解决全球变暖问题，一边以数十亿美元做空特斯拉。  ",无,,False,无,2023-01-06 17:19,无,4641,13,118
Mn3DqkIH9,https://weibo.cn/comment/Mn3DqkIH9?uid=7751678845&rl=0#cmtfrm,周线是两连阳。  ,,无,True,无,2023-01-06 16:49,无,5077,7,109
Mn3ybwzCx,https://weibo.cn/comment/Mn3ybwzCx?uid=7751678845&rl=0#cmtfrm,今天北向资金净买入60.66亿元，本周4个交易日累计净买入达200亿元……洋葱算勇闯了！  ,,无,True,无,2023-01-06 16:36,无,5219,6,99
Mn3pw2MOX,https://weibo.cn/comment/Mn3pw2MOX?uid=7751678845&rl=0#cmtfrm,"转发理由:我的腰围严重超标！  
原始用户: 人民日报
转发内容: 【收藏！#体检报告上的常见异常#，新一年对照改善】日前，《北京市2021年度体检统计报告》发布，列举了男性和女性参检者中#排名前十的体检异常指标#，包括血脂异常、脂肪肝、甲状腺结节等。懂体检指标背后的“健康信号”↓↓为自己和家人，收藏！北京年度体检报告：这10大身体异常检出最多！新一年赶紧对照改善  [组图共11张] 原图 ",无,http://ww1.sinaimg.cn/large/0033ImPzgy1h9tzyqwp8nj60fc164due02.jpg http://ww2.sinaimg.cn/large/0033ImPzgy1h9tzyrvv7fj60io15cqni02.jpg http://ww3.sinaimg.cn/large/0033ImPzgy1h9tzys5ibvj60iw14g1dv02.jpg http://ww2.sinaimg.cn/large/0033ImPzgy1h9tzysdglkj60fc1167mg02.jpg http://ww3.sinaimg.cn/large/0033ImPzgy1h9tzysmo91j60f81641gw02.jpg http://ww3.sinaimg.cn/large/0033ImPzgy1h9tzystpooj60f60pmami02.jpg http://ww4.sinaimg.cn/large/0033ImPzgy1h9tzytljffj60fa0wswut02.jpg http://ww4.sinaimg.cn/large/0033ImPzgy1h9tzyu68cij60fa164x0n02.jpg http://ww4.sinaimg.cn/large/0033ImPzgy1h9tzyufgs7j60f81227nc02.jpg http://ww1.sinaimg.cn/large/0033ImPzgy1h9tzyuoyicj60fa144wz202.jpg http://ww3.sinaimg.cn/large/0033ImPzgy1h9tzyuuq7mj60fc0l4tic02.jpg,False,无,2023-01-06 16:15,无,2415,129,171
Mn36G3v83,https://weibo.cn/comment/Mn36G3v83?uid=7751678845&rl=0#cmtfrm,"转发理由:过儿、康儿……广西欢迎您！  
原始用户: 奔叔旅行
转发内容: 桂林山水甲天下·一蓑烟雨任平生  [组图共9张] 原图 ",无,http://ww1.sinaimg.cn/large/af0d43ddgy1g467uc1rgpj20c80g8ted.jpg http://ww2.sinaimg.cn/large/af0d43ddgy1g467uef9n1j20c80icajt.jpg http://ww4.sinaimg.cn/large/af0d43ddgy1g467ugsp92j20c80ic12p.jpg http://ww1.sinaimg.cn/large/af0d43ddgy1g467uj9qksj20c80hrwog.jpg http://ww1.sinaimg.cn/large/af0d43ddgy1g467umthdpj20c80haqcd.jpg http://ww4.sinaimg.cn/large/af0d43ddgy1g467uq5dv1j20c80ic155.jpg http://ww4.sinaimg.cn/large/af0d43ddgy1g467uskqvij20c80idtgp.jpg http://ww3.sinaimg.cn/large/af0d43ddgy1g467uvgaqsj20c80ibwon.jpg http://ww3.sinaimg.cn/large/af0d43ddgy1g467uyggl8j20c80idgw9.jpg,False,无,2023-01-06 15:29,无,3490,29,144
Mn2Vd44wZ,https://weibo.cn/comment/Mn2Vd44wZ?uid=7751678845&rl=0#cmtfrm,今天两市是顺着自3031点以来的反弹势头进一步上摸，指数也进入了预期的3156区域，盘中指数试了3170.74点后出现回落，收在3157.64点；技术面呈现带上影线的十字星，属于连续反弹之后出现的十字星，意味着短线压力在增加。。。。所有人，来一个，收到请回复66  ,,无,True,无,2023-01-06 15:00,微博 weibo.com,7474,45,826
Mn2UvjZuw,https://weibo.cn/comment/Mn2UvjZuw?uid=7751678845&rl=0#cmtfrm,"转发理由:选对了吗？  
原始用户: 广西小wu
转发内容: 看今天收在3156之上的回复1，看收在3156之下的回复2。  ",无,,False,无,2023-01-06 14:59,微博 weibo.com,4512,2,174
Mn2Rz3cJj,https://weibo.cn/comment/Mn2Rz3cJj?uid=7751678845&rl=0#cmtfrm,多空就这样折腾，磨人心志！  ,,无,True,无,2023-01-06 14:51,微博 weibo.com,5089,2,94
Mn2GB6rwB,https://weibo.cn/comment/Mn2GB6rwB?uid=7751678845&rl=0#cmtfrm,多空反复争夺3156点，我们看戏！  ,,无,True,无,2023-01-06 14:24,微博 weibo.com,6030,7,124
Mn2DKBg0t,https://weibo.cn/comment/Mn2DKBg0t?uid=7751678845&rl=0#cmtfrm,特斯拉将Model3和Model Y在日本的价格下调约10%。。。。价格战？  ,,无,True,无,2023-01-06 14:17,微博 weibo.com,5705,2,120
Mn2Dqhnju,https://weibo.cn/comment/Mn2Dqhnju?uid=7751678845&rl=0#cmtfrm,"转发理由:  
原始用户: 广西小wu
转发内容: 看今天收在3156之上的回复1，看收在3156之下的回复2。  ",无,,False,无,2023-01-06 14:16,微博 weibo.com,4234,3,325
Mn2z3g5IW,https://weibo.cn/comment/Mn2z3g5IW?uid=7751678845&rl=0#cmtfrm,连续反弹后冲高回落，日线收上影阴线的话，意味着短线压力增大。  ,,无,True,无,2023-01-06 14:06,微博 weibo.com,5947,27,128
