wid,weibo_link,content,img_urls,origin_img_urls,is_origin,location,publish_time,publish_tool,like_num,forward_num,comment_num
N4t7FgpAC,https://weibo.cn/comment/N4t7FgpAC?uid=7751678845&rl=0#cmtfrm,观察一下电池，电池材料等，能不能回稳，这是创业板指数波动的关键。  ,,无,True,无,2023-06-09 09:31,微博网页版,4390,21,119
N4t687zGg,https://weibo.cn/comment/N4t687zGg?uid=7751678845&rl=0#cmtfrm,短线需要继续观察3176/2166这10点区域（昨日试了3180点反抽），短线阻力依然是在本周一给的3246/3256这10点区域，由于四大指数持续分化，指数的参考意义比较小，短线操作的话关键是选股和仓位的控制，必须知道自己的风险能力和选股水平，适合就做，不适合不做.......收到请回复666  ,,无,True,无,2023-06-09 09:27,微博网页版,4497,35,588
N4sZi7Uib,https://weibo.cn/comment/N4sZi7Uib?uid=7751678845&rl=0#cmtfrm,目前日本股市上涨500点，趋势的作用就是好！  ,,无,True,无,2023-06-09 09:10,微博网页版,4219,1,132
N4sW7hLzz,https://weibo.cn/comment/N4sW7hLzz?uid=7751678845&rl=0#cmtfrm,"转发理由:特斯拉二次探底时回过152.37美元，昨晚已经到了235美元，按力度看应该会冲250至300方向！//@广西小wu:接下来，最好再回170/165美元区域。//@广西小wu:特斯拉如期冲了198美元方向，试了198.99美元……果真是锦上添花！  
原始用户: 广西小wu
转发内容: 特斯拉砸到过101.81美元，符合前面一百美元附近的预期，反弹看150美元左右！猜猜而已，不一定每次都能对。  ",无,,False,无,2023-06-09 09:02,无,3541,28,109
N4rRMC6hs,https://weibo.cn/comment/N4rRMC6hs?uid=7751678845&rl=0#cmtfrm,和舒服的人一起可以叫作养生；和有趣的人在一起可以叫作养人；和靠谱的人在一起可以叫作养心；和点赞的人在一起，可以叫作养情……🙏🙏🙏  ,,无,True,无,2023-06-09 06:19,无,6588,57,437
N4rPgidKT,https://weibo.cn/comment/N4rPgidKT?uid=7751678845&rl=0#cmtfrm,"转发理由:辛苦了张校长🙏🙏🙏  
原始用户: 人民网
转发内容: 【#张桂梅陪考午饭是一碗拌面#】6月7日中午，张桂梅校长在考点候考区陪考，她的午饭是一碗拌面。饭后，她服下了中午的药品。辛苦了 人民网的微博视频  ",无,,False,无,2023-06-09 06:13,无,3565,25,194
N4mGGs8Qm,https://weibo.cn/comment/N4mGGs8Qm?uid=7751678845&rl=0#cmtfrm,乘联会数据显示，2023年5月新能源车市场零售达到58万辆，同比增速60.9%，环比增长10.5%。  ,,无,True,无,2023-06-08 17:08,无,4932,14,196
N4mqC5tgD,https://weibo.cn/comment/N4mqC5tgD?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复666  
原始用户: 广西小wu
转发内容: 今天大盘指数介于3180至3226之间小幅波动，收在3213.59点，盘中是银行、地产，装饰、养殖，汽车分拆及中特估等局部表现，按市场的表现看多空暂时都没有大的举动。另外，创业板指数今天试了2118点，改写了三年来的新低，也是自3576点转跌以来的新低。整体看各指数分化，热点零散，说明市场还在调整……...全文 ",无,,False,无,2023-06-08 16:28,无,4032,12,423
N4lQVsPRg,https://weibo.cn/comment/N4lQVsPRg?uid=7751678845&rl=0#cmtfrm,今天大盘指数介于3180至3226之间小幅波动，收在3213.59点，盘中是银行、地产，装饰、养殖，汽车分拆及中特估等局部表现，按市场的表现看多空暂时都没有大的举动。另外，创业板指数今天试了2118点，改写了三年来的新低，也是自3576点转跌以来的新低。整体看各指数分化，热点零散，说明市场还在调整……...全文 ,,无,True,无,2023-06-08 15:00,无,5655,44,767
N4lLJzMGU,https://weibo.cn/comment/N4lLJzMGU?uid=7751678845&rl=0#cmtfrm,"转发理由:就这样了！//@广西小wu:下午区间3180至3226之间了，大的举动应该暂时没有，收到请回复666//@广西小wu:银行、中特估等有点资金流入！  
原始用户: 广西小wu
转发内容: 下午多头有点抵抗！  ",无,,False,无,2023-06-08 14:48,无,4532,5,191
N4lKApg2f,https://weibo.cn/comment/N4lKApg2f?uid=7751678845&rl=0#cmtfrm,算力租赁龙头再次改写了新高！  ,,无,True,无,2023-06-08 14:45,无,4577,3,80
N4lxH9fkt,https://weibo.cn/comment/N4lxH9fkt?uid=7751678845&rl=0#cmtfrm,多空双方拉拉扯扯，毫不正经！  ,,无,True,无,2023-06-08 14:13,无,5449,2,213
N4loYkOg9,https://weibo.cn/comment/N4loYkOg9?uid=7751678845&rl=0#cmtfrm,"转发理由:下午区间3180至3226之间了，大的举动应该暂时没有，收到请回复666//@广西小wu:银行、中特估等有点资金流入！  
原始用户: 广西小wu
转发内容: 下午多头有点抵抗！  ",无,,False,无,2023-06-08 13:52,无,5504,15,469
N4lgwpdML,https://weibo.cn/comment/N4lgwpdML?uid=7751678845&rl=0#cmtfrm,"转发理由:今天是从3180反击的，我们注意看一下力度！//@广西小wu:银行、中特估等有点资金流入！  
原始用户: 广西小wu
转发内容: 下午多头有点抵抗！  ",无,,False,无,2023-06-08 13:31,无,5375,4,155
N4letEf0b,https://weibo.cn/comment/N4letEf0b?uid=7751678845&rl=0#cmtfrm,"转发理由:金4有一批了！  
原始用户: 广西小wu
转发内容: 铁1至金5……检查一下，几了？  ",无,,False,无,2023-06-08 13:26,无,7937,9,1943
N4legFfzU,https://weibo.cn/comment/N4legFfzU?uid=7751678845&rl=0#cmtfrm,中烟从最高28.5港元跌到过7.53港元。  ,,无,True,无,2023-06-08 13:25,无,5036,5,105
N4lcn2YAt,https://weibo.cn/comment/N4lcn2YAt?uid=7751678845&rl=0#cmtfrm,"转发理由:银行、中特估等有点资金流入！  
原始用户: 广西小wu
转发内容: 下午多头有点抵抗！  ",无,,False,无,2023-06-08 13:21,无,4598,21,102
N4lbN5ugU,https://weibo.cn/comment/N4lbN5ugU?uid=7751678845&rl=0#cmtfrm,下午多头有点抵抗！  ,,无,True,无,2023-06-08 13:19,无,4684,23,91
N4l3em2EM,https://weibo.cn/comment/N4l3em2EM?uid=7751678845&rl=0#cmtfrm,铁1至金5……检查一下，几了？  ,,无,True,无,2023-06-08 12:58,无,5775,17,948
N4l0i0RQD,https://weibo.cn/comment/N4l0i0RQD?uid=7751678845&rl=0#cmtfrm,"转发理由:虽然清华北大的工资是高一点，但是做保洁工作真的用不着去那么远！  
原始用户: 广西小wu
转发内容: 当年不选择清华北大，是因为离家太远了！  ",无,,False,无,2023-06-08 12:51,无,4761,6,155
N4kQyjkuO,https://weibo.cn/comment/N4kQyjkuO?uid=7751678845&rl=0#cmtfrm,当年不选择清华北大，是因为离家太远了！  ,,无,True,无,2023-06-08 12:27,无,5182,15,277
N4kKa32hI,https://weibo.cn/comment/N4kKa32hI?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复666  
原始用户: 广西小wu
转发内容: 早盘指数介于3206至3180之间拉锯，收在3193边。创业板指数则试了2120点，改写了三年来的新低，也是自3576点转跌以来的新低。按市场表现来看还是偏软…………收到请回复666  ",无,,False,无,2023-06-08 12:11,无,4097,3,459
N4ktTAlSy,https://weibo.cn/comment/N4ktTAlSy?uid=7751678845&rl=0#cmtfrm,早盘指数介于3206至3180之间拉锯，收在3193边。创业板指数则试了2120点，改写了三年来的新低，也是自3576点转跌以来的新低。按市场表现来看还是偏软…………收到请回复666  ,,无,True,无,2023-06-08 11:31,无,5208,22,560
N4kqm0gSC,https://weibo.cn/comment/N4kqm0gSC?uid=7751678845&rl=0#cmtfrm,不管你服不服，创业板指数早盘创了三年来的新低，也是自3576点转势以来的新低！  ,,无,True,无,2023-06-08 11:22,无,5462,8,263
N4kniAum8,https://weibo.cn/comment/N4kniAum8?uid=7751678845&rl=0#cmtfrm,"转发理由:还是拉拉扯扯！  
原始用户: 广西小wu
转发内容: 今天主要看3176/3166这10点区域的争夺战……注意看多空双方谁能胜出……收到请回复666  ",无,,False,无,2023-06-08 11:15,无,3890,4,126
N4kjap3wn,https://weibo.cn/comment/N4kjap3wn?uid=7751678845&rl=0#cmtfrm,大盘指数周线、月线级别的压力比较大……明白666  ,,无,True,无,2023-06-08 11:05,无,5339,15,561
N4kfscKuV,https://weibo.cn/comment/N4kfscKuV?uid=7751678845&rl=0#cmtfrm,多空双方不要拉拉扯扯嘛，大胆一点成都街头直接十指紧扣不好么？……  ,,无,True,无,2023-06-08 10:55,无,5461,5,316
N4keg3OBo,https://weibo.cn/comment/N4keg3OBo?uid=7751678845&rl=0#cmtfrm,"转发理由:扯皮拉筋！  
原始用户: 广西小wu
转发内容: 反反复复，拉拉扯扯……  ",无,,False,无,2023-06-08 10:52,无,3916,0,89
N4k9I6vE6,https://weibo.cn/comment/N4k9I6vE6?uid=7751678845&rl=0#cmtfrm,日本股市目前小幅回落，港股目前也是小跌！  ,,无,True,无,2023-06-08 10:41,无,4264,2,80
N4k6hEWNM,https://weibo.cn/comment/N4k6hEWNM?uid=7751678845&rl=0#cmtfrm,反反复复，拉拉扯扯……  ,,无,True,无,2023-06-08 10:33,无,4482,3,158
N4k2NqlN0,https://weibo.cn/comment/N4k2NqlN0?uid=7751678845&rl=0#cmtfrm,目前中特估将指数拉红！  ,,无,True,无,2023-06-08 10:24,无,4652,4,94
N4k1RcD7f,https://weibo.cn/comment/N4k1RcD7f?uid=7751678845&rl=0#cmtfrm,"转发理由:试了3180边，目前是小幅抵抗！  
原始用户: 广西小wu
转发内容: 今天主要看3176/3166这10点区域的争夺战……注意看多空双方谁能胜出……收到请回复666  ",无,,False,无,2023-06-08 10:22,无,4189,3,137
N4jQnERzR,https://weibo.cn/comment/N4jQnERzR?uid=7751678845&rl=0#cmtfrm,今天主要看3176/3166这10点区域的争夺战……注意看多空双方谁能胜出……收到请回复666  ,,无,True,无,2023-06-08 09:54,无,6635,29,1050
N4cDylHST,https://weibo.cn/comment/N4cDylHST?uid=7751678845&rl=0#cmtfrm,今天北向资金净买入25.11亿元……洋葱终于又开始干活了。  ,,无,True,无,2023-06-07 15:33,无,7125,11,292
N4cBzbT0u,https://weibo.cn/comment/N4cBzbT0u?uid=7751678845&rl=0#cmtfrm,中国5月出口同比(按美元计) -7.5%。中国5月进口同比(按美元计) -4.5%。  ,,无,True,无,2023-06-07 15:28,无,5201,7,114
N4cyQ8ovW,https://weibo.cn/comment/N4cyQ8ovW?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复666  
原始用户: 广西小wu
转发内容: 大盘指数昨日补了3246缺口后转跌，日线技术组合再次出现了“穿头破脚”阴线，将前面反弹的小阳线吞了；而且今天略为反抽到3210.33点后，市场再度下探3188点，收在3197.76点，说明大盘自3418点以来的调整还在持续，调整依然没有到位…………收到请回复666  ",无,,False,无,2023-06-07 15:21,无,4712,8,495
N4cqEdxd3,https://weibo.cn/comment/N4cqEdxd3?uid=7751678845&rl=0#cmtfrm,大盘指数昨日补了3246缺口后转跌，日线技术组合再次出现了“穿头破脚”阴线，将前面反弹的小阳线吞了；而且今天略为反抽到3210.33点后，市场再度下探3188点，收在3197.76点，说明大盘自3418点以来的调整还在持续，调整依然没有到位…………收到请回复666  ,,无,True,无,2023-06-07 15:01,无,6810,51,933
N4ckP6ZjM,https://weibo.cn/comment/N4ckP6ZjM?uid=7751678845&rl=0#cmtfrm,这拉拉扯扯的，像什么样！  ,,无,True,无,2023-06-07 14:47,无,5235,2,247
N4cd9zxhJ,https://weibo.cn/comment/N4cd9zxhJ?uid=7751678845&rl=0#cmtfrm,又下垂了……  ,,无,True,无,2023-06-07 14:28,无,5223,2,230
N4c0Ctajw,https://weibo.cn/comment/N4c0Ctajw?uid=7751678845&rl=0#cmtfrm,"转发理由:又打瞌睡了，怎么办？  
原始用户: 广西小wu
转发内容: 就市场的热度和技术面来看，下午还是继续观察早盘给出的3176至3216之间……收到请回复666  ",无,,False,无,2023-06-07 13:57,无,5072,1,227
N4bTrtBkz,https://weibo.cn/comment/N4bTrtBkz?uid=7751678845&rl=0#cmtfrm,折腾半天没见动静！  ,,无,True,无,2023-06-07 13:39,无,5336,1,158
N4bIsCuzN,https://weibo.cn/comment/N4bIsCuzN?uid=7751678845&rl=0#cmtfrm,就市场的热度和技术面来看，下午还是继续观察早盘给出的3176至3216之间……收到请回复666  ,,无,True,无,2023-06-07 13:12,无,5905,13,502
N4bBjb7qg,https://weibo.cn/comment/N4bBjb7qg?uid=7751678845&rl=0#cmtfrm,吃饱喝足的……来了！  ,,无,True,无,2023-06-07 12:55,无,5548,4,193
N4buc11Pi,https://weibo.cn/comment/N4buc11Pi?uid=7751678845&rl=0#cmtfrm,"转发理由:#全国各地高考作文汇总#  大家看看会写吗？  
原始用户: 央视新闻
转发内容: 【完整版！#全国各地高考作文汇总# 转存收藏！】#今年高考语文共7套试卷#。全国甲卷、全国乙卷、新课标Ⅰ卷、新课标Ⅱ卷、北京卷、天津卷、上海卷……如果让你写，你想写哪一篇？看↓转发讨论，为考生加油！#高考作文# （总台记者高晨源 王殿甲 张伟泽 杨煜）  [组图共7张] 原图 ",无,http://ww1.sinaimg.cn/large/002TLsr9ly1hepj9iugsxj60u01hce8102.jpg http://ww2.sinaimg.cn/large/002TLsr9ly1hepj9j8litj60u01hchdt02.jpg http://ww4.sinaimg.cn/large/002TLsr9ly1hepj9jl2pwj60u01hchdt02.jpg http://ww1.sinaimg.cn/large/002TLsr9ly1hepj9k0rnfj60u01hchdt02.jpg http://ww1.sinaimg.cn/large/002TLsr9ly1hepj9keco8j60u01hckjl02.jpg http://ww1.sinaimg.cn/large/002TLsr9ly1hepj9ksiw0j60u01hce8102.jpg http://ww3.sinaimg.cn/large/002TLsr9ly1hepj9leghcj60u01hchdt02.jpg,False,无,2023-06-07 12:37,无,2299,79,56
N4brI1IWs,https://weibo.cn/comment/N4brI1IWs?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复666  
原始用户: 广西小wu
转发内容: 早盘指数介于3189至3210之间小幅震荡，盘中是通信、计算机、CPO、旅游等局部表现，就市场的热度和技术面来看，下午还是继续观察早盘给出的3176至3216之间……收到请回复666  ",无,,False,无,2023-06-07 12:31,无,3828,3,315
N4bnWiEws,https://weibo.cn/comment/N4bnWiEws?uid=7751678845&rl=0#cmtfrm,今年的高考作文题目是什么？  ,,无,True,无,2023-06-07 12:22,无,3663,0,147
N4b34m8p1,https://weibo.cn/comment/N4b34m8p1?uid=7751678845&rl=0#cmtfrm,早盘指数介于3189至3210之间小幅震荡，盘中是通信、计算机、CPO、旅游等局部表现，就市场的热度和技术面来看，下午还是继续观察早盘给出的3176至3216之间……收到请回复666  ,,无,True,无,2023-06-07 11:30,无,5087,17,540
N4b03xFFM,https://weibo.cn/comment/N4b03xFFM?uid=7751678845&rl=0#cmtfrm,CPO概念股分化！  ,,无,True,无,2023-06-07 11:23,无,4163,1,63
N4aYulRmJ,https://weibo.cn/comment/N4aYulRmJ?uid=7751678845&rl=0#cmtfrm,人形机器人概念股龙头再次拉涨，目前领先！  ,,无,True,无,2023-06-07 11:19,无,4493,5,71
N4aVXtEEQ,https://weibo.cn/comment/N4aVXtEEQ?uid=7751678845&rl=0#cmtfrm,"转发理由:没有金5吧？  
原始用户: 广西小wu
转发内容: 铁5金3呢？  ",无,,False,无,2023-06-07 11:13,无,5215,5,1149
N4aSL8RfM,https://weibo.cn/comment/N4aSL8RfM?uid=7751678845&rl=0#cmtfrm,日本股市早盘在，再次改写33年新高试32708点后出现了回落，目前下跌467点，报32039点。整体看上升趋势还是完好的！  ,,无,True,无,2023-06-07 11:05,无,4392,6,122
N4aRrziOU,https://weibo.cn/comment/N4aRrziOU?uid=7751678845&rl=0#cmtfrm,"转发理由:还是这区间，收到请回复666  
原始用户: 广西小wu
转发内容: 今天大盘指数暂时参考3176至3216之间，观察市场能否形成热点……收到请回复666  ",无,,False,无,2023-06-07 11:02,无,4038,5,378
N4aKHdNh3,https://weibo.cn/comment/N4aKHdNh3?uid=7751678845&rl=0#cmtfrm,中特估反弹，指数从3189边再次反抽到3210边，暂时看力度不大！  ,,无,True,无,2023-06-07 10:45,无,4855,3,101
N4aD1arHp,https://weibo.cn/comment/N4aD1arHp?uid=7751678845&rl=0#cmtfrm,铁5金3呢？  ,,无,True,无,2023-06-07 10:26,无,5828,9,975
N4aAz0UtU,https://weibo.cn/comment/N4aAz0UtU?uid=7751678845&rl=0#cmtfrm,指数开盘后至今是小区间震荡调整，热点也是零散，主力暂时不见激情！  ,,无,True,无,2023-06-07 10:20,无,5239,6,117
N4ayICcXG,https://weibo.cn/comment/N4ayICcXG?uid=7751678845&rl=0#cmtfrm,神电池、电池材料等目前拖累创业板指数改写了自2661点下跌以来的新低！  ,,无,True,无,2023-06-07 10:15,无,5039,11,134
N4avItLGc,https://weibo.cn/comment/N4avItLGc?uid=7751678845&rl=0#cmtfrm,"转发理由:只试了3207.60点，又跌绿了……  
原始用户: 广西小wu
转发内容: 今天大盘指数暂时参考3176至3216之间，观察市场能否形成热点……收到请回复666  ",无,,False,无,2023-06-07 10:08,无,4454,2,134
N4arsffwq,https://weibo.cn/comment/N4arsffwq?uid=7751678845&rl=0#cmtfrm,科技股方面，目前是算力、CPO等局部上涨。其中算力租赁龙头再次冲板，改写了新高！  ,,无,True,无,2023-06-07 09:57,无,4886,4,75
N4apIFw0f,https://weibo.cn/comment/N4apIFw0f?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复666  
原始用户: 广西小wu
转发内容: 今天大盘指数暂时参考3176至3216之间，观察市场能否形成热点……收到请回复666  ",无,,False,无,2023-06-07 09:53,无,4163,7,494
N4amtwcOC,https://weibo.cn/comment/N4amtwcOC?uid=7751678845&rl=0#cmtfrm,"转发理由:旅游也出现了上涨。  
原始用户: 广西小wu
转发内容: 目前银行、公路铁路、地产等板块略有反弹！  ",无,,False,无,2023-06-07 09:45,无,4099,1,55
N4aj4v8mr,https://weibo.cn/comment/N4aj4v8mr?uid=7751678845&rl=0#cmtfrm,目前银行、公路铁路、地产等板块略有反弹！  ,,无,True,无,2023-06-07 09:37,无,4361,4,87
N4agh7oGG,https://weibo.cn/comment/N4agh7oGG?uid=7751678845&rl=0#cmtfrm,今天大盘指数暂时参考3176至3216之间，观察市场能否形成热点……收到请回复666  ,,无,True,无,2023-06-07 09:30,无,5589,34,722
N4acBylAt,https://weibo.cn/comment/N4acBylAt?uid=7751678845&rl=0#cmtfrm,集合……  ,,无,True,无,2023-06-07 09:21,无,5144,2,350
N49vOygm9,https://weibo.cn/comment/N49vOygm9?uid=7751678845&rl=0#cmtfrm,#加油高考#【今天，请为#12910000#多名高考生加油】#今天高考#，10余载寒窗苦读，那些为了理想奋斗的日子，终将会闪闪发光。一路以来的所有坚持，都将绽放。祝福每位考生，好好考，你最棒。  ,,无,True,无,2023-06-07 07:36,无,5397,50,305
N42Hxb2wC,https://weibo.cn/comment/N42Hxb2wC?uid=7751678845&rl=0#cmtfrm,"转发理由:指数今天是试了3247点转跌，说明缺口补了后卖压加大，技术面的压力也是明显的……收到请回复666  
原始用户: 广西小wu
转发内容: 今天3246/3256区的压力不变，观望……收到请回复666  ",无,,False,无,2023-06-06 14:15,无,6003,16,472
N42BOds6y,https://weibo.cn/comment/N42BOds6y?uid=7751678845&rl=0#cmtfrm,"转发理由:目前下跌的个股有4202只！  
原始用户: 广西小wu
转发内容: 地心引力作用……指数出现了缓慢下垂！  ",无,,False,无,2023-06-06 14:01,无,5498,5,191
N42AtcyeI,https://weibo.cn/comment/N42AtcyeI?uid=7751678845&rl=0#cmtfrm,日本股市气势如虹，目前上涨300点，冲了32534点，连续改写33年来的新高。  ,,无,True,无,2023-06-06 13:58,无,5770,11,199
N42yMglxl,https://weibo.cn/comment/N42yMglxl?uid=7751678845&rl=0#cmtfrm,"转发理由:大盘指数试了3215边，创业板指数试了2176边……还是软软的！  
原始用户: 广西小wu
转发内容: 早盘试了3247.35点，补了3246缺口后回落，收在3233.98点……下午3246/3256区的压力不变，收到请回复666  ",无,,False,无,2023-06-06 13:54,无,4674,3,116
N42x62lzZ,https://weibo.cn/comment/N42x62lzZ?uid=7751678845&rl=0#cmtfrm,"转发理由:其实，深成指和创业板指数差不多，整体看今年以来创业板更弱，截止今天该指数还在年内新低附近。明白的66  
原始用户: 广西小wu
转发内容: 其实看深成指更能代表这两年的A股市场，按日线看自2021年2月19日深成指在16293点成拐点之后，指数是一路震荡式下跌的，这过程中出现了3次波段抵抗点，第一次是10087点，之后反弹到13121点转跌；第二次是10301点，之后反弹12246点转跌；第三次是本周试了10697点......由此可见震荡式下跌，至今还在持续...全文 ",无,,False,无,2023-06-06 13:49,无,4502,11,312
N42kgx8Ye,https://weibo.cn/comment/N42kgx8Ye?uid=7751678845&rl=0#cmtfrm,地心引力作用……指数出现了缓慢下垂！  ,,无,True,无,2023-06-06 13:18,无,6045,21,225
N42hRgxaL,https://weibo.cn/comment/N42hRgxaL?uid=7751678845&rl=0#cmtfrm,铁5、金3呢？  ,,无,True,无,2023-06-06 13:12,无,6490,2,1020
N428ni5cq,https://weibo.cn/comment/N428ni5cq?uid=7751678845&rl=0#cmtfrm,"转发理由:早盘四大指数，是三绿一小红…………  
原始用户: 广西小wu
转发内容: 早盘试了3247.35点，补了3246缺口后回落，收在3233.98点……下午3246/3256区的压力不变，收到请回复666  ",无,,False,无,2023-06-06 12:49,无,4800,0,142
N41KIuRMc,https://weibo.cn/comment/N41KIuRMc?uid=7751678845&rl=0#cmtfrm,早盘试了3247.35点，补了3246缺口后回落，收在3233.98点……下午3246/3256区的压力不变，收到请回复666  ,,无,True,无,2023-06-06 11:50,无,5506,11,451
N41KrAUV5,https://weibo.cn/comment/N41KrAUV5?uid=7751678845&rl=0#cmtfrm,日本股市气势如虹，早盘冲了32405点，再度改写33年来的新高。  ,,无,True,无,2023-06-06 11:50,无,4661,10,122
N41CBwYfW,https://weibo.cn/comment/N41CBwYfW?uid=7751678845&rl=0#cmtfrm,"转发理由:早盘试了3247.35点，补了3246缺口后回落，收在3233.98点……下午压力不变，收到请回复666  
原始用户: 广西小wu
转发内容: 今天3246/3256区的压力不变，观望……收到请回复666  ",无,,False,无,2023-06-06 11:30,无,4571,3,350
N41jL7jwU,https://weibo.cn/comment/N41jL7jwU?uid=7751678845&rl=0#cmtfrm,"转发理由:今天3246/3256区的压力不变，观望……收到请回复666   
原始用户: 广西小wu
转发内容: 今天3246/3256区的压力不变，观望……收到请回复666  ",无,,False,无,2023-06-06 10:44,无,5651,9,635
N417hgXf9,https://weibo.cn/comment/N417hgXf9?uid=7751678845&rl=0#cmtfrm,中特估拉起，指数红盘！  ,,无,True,无,2023-06-06 10:13,无,5960,6,176
N4134irSt,https://weibo.cn/comment/N4134irSt?uid=7751678845&rl=0#cmtfrm,可操作空间小，多看少动……收到请回复666  ,,无,True,无,2023-06-06 10:03,无,6389,10,775
N40Q4ex8w,https://weibo.cn/comment/N40Q4ex8w?uid=7751678845&rl=0#cmtfrm,今天3246/3256区的压力不变，观望……收到请回复666  ,,无,True,无,2023-06-06 09:31,无,7963,48,1236
N40Lu14qK,https://weibo.cn/comment/N40Lu14qK?uid=7751678845&rl=0#cmtfrm,集合集合啊！  ,,无,True,无,2023-06-06 09:19,无,7043,2,518
N3Zy4rIGX,https://weibo.cn/comment/N3Zy4rIGX?uid=7751678845&rl=0#cmtfrm,今天是6月6号，芒种……芒种是二十四节气的第九个节气，此时气温持续升高、白昼时间增长，暑热之气逐渐亢盛，易耗气伤阴，容易出现少气懒言、头晕无力、困倦少食、精神萎靡等症。所以芒种节气的养生重点是益气升阳。🙏🙏🙏  ,,无,True,无,2023-06-06 06:14,无,5803,32,245
N3Wf6c2Cd,https://weibo.cn/comment/N3Wf6c2Cd?uid=7751678845&rl=0#cmtfrm,"转发理由:  
原始用户: 人民日报
转发内容: 【#北京警方回应梅西敬酒#】“30万一位，梅西敬酒加合影。”@平安北京 ：#梅西敬酒警察叔叔敬你#。 #别信了梅西不会来敬酒#  原图 ",无,http://ww4.sinaimg.cn/large/0033ImPzly1hennbijnfpj60v81hdn5d02.jpg,False,无,2023-06-05 21:49,无,2685,7,71
N3W1lqIR2,https://weibo.cn/comment/N3W1lqIR2?uid=7751678845&rl=0#cmtfrm,政策面这两天是暖风频吹……  ,,无,True,无,2023-06-05 21:15,无,5188,5,244
N3UR10m9Y,https://weibo.cn/comment/N3UR10m9Y?uid=7751678845&rl=0#cmtfrm,人民币去年11月7.37475后给大家分析了，要回6.8方向。实际试了6.69750，按力度看前一波升值之后出现了3个小波走贬，目前己接近7.1500方向，力度够小波段目标了。接下估计下一阶段会再次回到7.000/6.9000之间反复！收到请回复66  ,,无,True,无,2023-06-05 18:17,无,6828,49,601
N3Uko6e4S,https://weibo.cn/comment/N3Uko6e4S?uid=7751678845&rl=0#cmtfrm,今天北向资金净卖出12.15亿元，其中沪股通净买入4.85亿元，深股通净卖出17亿元。  ,,无,True,无,2023-06-05 16:56,无,4628,4,81
N3U7Twwsh,https://weibo.cn/comment/N3U7Twwsh?uid=7751678845&rl=0#cmtfrm,"转发理由:收到请回复666  
原始用户: 广西小wu
转发内容: 今天大盘指数介于3221.63至3244.18点之间窄幅波动，尾盘收在3232.44点，按短线技术面看指数上有3246缺口未补及3256反压；整体上看今天指数表现乏力，四大指数是3绿1红，热点匮乏，没有明显的赚钱板块。市场在此时出现犹豫，主要是来自技术面的压力和信心不足，因此明天3256点继续是阻力...........收到...全文 ",无,,False,无,2023-06-05 16:25,无,3906,9,367
N3TA33bOR,https://weibo.cn/comment/N3TA33bOR?uid=7751678845&rl=0#cmtfrm,今天大盘指数介于3221.63至3244.18点之间窄幅波动，尾盘收在3232.44点，按短线技术面看指数上有3246缺口未补及3256反压；整体上看今天指数表现乏力，四大指数是3绿1红，热点匮乏，没有明显的赚钱板块。市场在此时出现犹豫，主要是来自技术面的压力和信心不足，因此明天3256点继续是阻力...........收到...全文 ,,无,True,无,2023-06-05 15:02,微博网页版,5428,35,720
N3TsVvLBI,https://weibo.cn/comment/N3TsVvLBI?uid=7751678845&rl=0#cmtfrm,"转发理由:提醒！#关灯玩手机的危害有多大#  
原始用户: 人民日报
转发内容: 【提醒！#关灯玩手机的危害有多大#】喜欢在睡前关灯玩会儿手机？长时间使用电子屏幕？这都是伤眼坏习惯！@北京眼科医生陶勇 提醒，可以#用202020法则缓解视疲劳#↓↓明天，全国爱眼日。这些护眼常识，转给关心的Ta！人民日报的微博视频  ",无,,False,无,2023-06-05 14:44,微博网页版,2436,118,59
N3TrCvEp8,https://weibo.cn/comment/N3TrCvEp8?uid=7751678845&rl=0#cmtfrm,看着看着就打瞌睡了！  ,,无,True,无,2023-06-05 14:41,微博网页版,4502,2,131
N3TpuqA0x,https://weibo.cn/comment/N3TpuqA0x?uid=7751678845&rl=0#cmtfrm,四大指数目前是有上海综合指数是小红的。  ,,无,True,无,2023-06-05 14:36,微博网页版,4431,2,67
N3TkD4RqY,https://weibo.cn/comment/N3TkD4RqY?uid=7751678845&rl=0#cmtfrm,今天的量能是明显萎缩的！  ,,无,True,无,2023-06-05 14:24,微博网页版,4827,1,129
N3Tamzegc,https://weibo.cn/comment/N3Tamzegc?uid=7751678845&rl=0#cmtfrm,日本股市气势如虹，目前上涨676点，报32201点，再度改写33年来的新高。  ,,无,True,无,2023-06-05 13:59,微博网页版,5120,12,195
N3T7roTlF,https://weibo.cn/comment/N3T7roTlF?uid=7751678845&rl=0#cmtfrm,试了3244.18点就回落，缺口是3246点，阻力是3256点，都很近，可是就是不到，这说明什么？  ,,无,True,无,2023-06-05 13:52,微博网页版,5631,12,297
N3T3YiXCN,https://weibo.cn/comment/N3T3YiXCN?uid=7751678845&rl=0#cmtfrm,"转发理由:小金3没几个吧？  
原始用户: 广西小wu
转发内容: 所有人，看看是铁几了？  ",无,,False,无,2023-06-05 13:43,微博网页版,6342,7,1728
