成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:21:21,0.0,-100.00%,--,0,0,中性盘
09:24:54,0.0,-100.00%,--,0,0,卖盘
09:25:00,45.75,+0.11%,+45.75,57,263932,卖盘
09:25:00,45.75,+0.11%,--,57,263932,--
09:30:02,45.88,+0.39%,+0.13,10,45880,买盘
09:30:08,46.0,+0.66%,+0.12,26,120750,买盘
09:30:11,46.03,+0.72%,+0.03,14,67894,中性盘
09:30:15,46.03,+0.72%,--,31,146145,卖盘
09:30:18,46.04,+0.74%,+0.01,6,27624,中性盘
09:30:21,46.04,+0.74%,--,0,0,卖盘
09:30:23,46.03,+0.72%,-0.01,10,47457,卖盘
09:30:27,45.94,+0.53%,-0.09,7,36063,卖盘
09:30:30,45.88,+0.39%,-0.06,25,117086,卖盘
09:30:33,45.76,+0.13%,-0.12,32,150001,卖盘
09:30:36,45.75,+0.11%,-0.01,56,256337,卖盘
09:30:38,45.75,+0.11%,--,37,169275,卖盘
09:30:42,45.75,+0.11%,--,0,0,卖盘
09:30:48,45.75,+0.11%,--,4,20039,卖盘
09:30:51,45.75,+0.11%,--,2,9150,卖盘
09:30:54,45.84,+0.31%,+0.09,23,105524,买盘
09:31:00,45.75,+0.11%,-0.09,14,65743,卖盘
09:31:06,45.76,+0.13%,+0.01,86,396282,中性盘
09:31:08,45.7,0.00%,-0.06,35,163149,卖盘
09:31:11,45.7,0.00%,--,9,41130,买盘
09:31:15,45.52,-0.39%,-0.18,2,11471,卖盘
09:31:18,45.52,-0.39%,--,7,31864,卖盘
09:31:20,45.52,-0.39%,--,0,0,卖盘
09:31:24,45.53,-0.37%,+0.01,3,15298,卖盘
09:31:30,45.53,-0.37%,--,0,0,卖盘
09:31:32,45.55,-0.33%,+0.02,3,15305,卖盘
09:31:38,45.71,+0.02%,+0.16,4,19930,买盘
09:31:42,45.71,+0.02%,--,46,213054,买盘
09:31:44,45.73,+0.07%,+0.02,9,42163,买盘
09:31:48,45.57,-0.28%,-0.16,9,42654,中性盘
09:31:54,45.57,-0.28%,--,4,21555,卖盘
09:31:59,45.58,-0.26%,+0.01,29,133002,卖盘
09:32:03,45.58,-0.26%,--,6,28898,卖盘
09:32:06,45.57,-0.28%,-0.01,2,13625,卖盘
09:32:09,45.58,-0.26%,+0.01,20,95536,买盘
09:32:15,45.58,-0.26%,--,4,18323,卖盘
09:32:24,45.59,-0.24%,+0.01,3,17461,卖盘
09:32:29,45.59,-0.24%,--,0,0,卖盘
09:32:32,45.76,+0.13%,+0.17,27,125565,买盘
09:32:35,45.69,-0.02%,-0.07,13,63829,卖盘
09:32:39,45.69,-0.02%,--,0,0,卖盘
09:32:42,45.69,-0.02%,--,9,44776,卖盘
