成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:21:06,0.0,-100.00%,--,0,0,中性盘
09:24:54,0.0,-100.00%,--,0,0,卖盘
09:25:00,56.97,+0.12%,+56.97,226,1291624,卖盘
09:25:00,56.97,+0.12%,--,226,1291624,--
09:25:00,56.97,+0.12%,--,226,1291624,中性盘
09:30:02,57.0,+0.18%,+0.03,124,712044,买盘
09:30:05,57.0,+0.18%,--,122,698364,卖盘
09:30:08,57.0,+0.18%,--,169,965181,卖盘
09:30:11,57.45,+0.97%,+0.45,72,418236,买盘
09:30:14,57.0,+0.18%,-0.45,288,1642512,卖盘
09:30:17,57.1,+0.35%,+0.1,38,218465,卖盘
09:30:20,57.05,+0.26%,-0.05,32,185869,卖盘
09:30:23,57.0,+0.18%,-0.05,124,710277,卖盘
09:30:26,56.99,+0.16%,-0.01,663,3779292,卖盘
09:30:29,56.9,0.00%,-0.09,93,530649,卖盘
09:30:32,56.85,-0.09%,-0.05,40,231209,卖盘
09:30:35,56.4,-0.88%,-0.45,70,394800,卖盘
09:30:38,56.3,-1.05%,-0.1,9,54780,卖盘
09:30:41,56.21,-1.21%,-0.09,14,78694,卖盘
09:30:44,56.17,-1.28%,-0.04,32,182328,卖盘
09:30:47,56.01,-1.56%,-0.16,32,183321,卖盘
09:30:50,56.0,-1.58%,-0.01,96,542976,卖盘
09:30:53,56.01,-1.56%,+0.01,82,461354,买盘
09:30:56,56.0,-1.58%,-0.01,37,209832,卖盘
09:30:59,56.01,-1.56%,+0.01,8,48449,买盘
09:31:02,56.01,-1.56%,--,34,190938,买盘
09:31:05,56.17,-1.28%,+0.16,44,251417,买盘
09:31:08,56.18,-1.27%,+0.01,83,468204,买盘
09:31:11,56.22,-1.20%,+0.04,2,12200,中性盘
09:31:14,56.27,-1.11%,+0.05,83,469517,中性盘
09:31:17,56.29,-1.07%,+0.02,12,69349,中性盘
09:31:20,56.68,-0.39%,+0.39,57,328404,买盘
09:31:23,56.68,-0.39%,--,44,249789,买盘
09:31:26,56.67,-0.40%,-0.01,6,37856,卖盘
09:31:29,56.75,-0.26%,+0.08,7,43471,买盘
09:31:32,56.68,-0.39%,-0.07,26,149805,卖盘
09:31:35,56.68,-0.39%,--,20,114097,卖盘
