股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
大宏立,13.62%,6.26%,2.175041221374048
天力锂能,13.4%,-29.02%,0.4617691256830601
君逸数码,12.63%,-5.06%,2.4970220779220753
威士顿,10.91%,12.35%,0.8830840163934424
彩蝶实业,10.27%,6.96%,1.475636842105261
华新环保,9.99%,8.85%,1.128776635514018
天晟新材,9.31%,13.58%,0.6855545454545457
拓山重工,9.12%,3.88%,2.3495999999999992
卓创资讯,7.98%,52.33%,0.1525055641902393
盛邦安全,7.92%,2.04%,3.8807999999999923
南王科技,7.67%,15.14%,0.5066848484848491
港通医疗,7.51%,29.3%,0.2562826131687243
太平洋,7.03%,2.67%,2.636249999999998
协昌科技,6.89%,0.0%,inf
通达创智,6.82%,3.64%,1.8758831460674144
朗坤环境,6.51%,9.19%,0.7087175257731968
豪恩汽电,6.11%,-7.54%,0.8099188102893891
神州数码,6.01%,11.83%,0.5081686153846154
宏景科技,6.0%,8.3%,0.7227561837455837
泰慕士,5.83%,-4.59%,1.2691202312138752
宏昌科技,5.32%,-4.26%,1.249082352941175
深圳瑞捷,4.86%,22.43%,0.21668859060402693
锴威特,4.62%,0.0%,inf
麒麟信安,4.6%,-18.59%,0.24750930906081905
金埔园林,4.53%,2.43%,1.8663599999999956
中亦科技,4.49%,21.88%,0.2052294054054054
艾布鲁,4.35%,12.13%,0.35856779661016963
铜牛信息,4.23%,13.33%,0.3172500000000005
远翔新材,4.04%,-1.02%,3.9618064516129197
信达证券,3.9%,18.6%,0.20969732937685473
建科股份,3.85%,7.02%,0.5484478527607354
汇隆新材,3.78%,-0.88%,4.27140000000004
新莱福,3.73%,11.09%,0.3364674897119343
华骐环保,3.43%,9.06%,0.37859433962264133
劲旅环境,3.31%,6.69%,0.495087195121951
亨迪药业,3.23%,-6.61%,0.4889691823899369
东星医疗,3.15%,-7.1%,0.44347598253275056
中兰环保,3.14%,7.27%,0.43187868852459044
福莱新材,3.08%,3.86%,0.7985999999999991
宿迁联盛,3.05%,7.46%,0.4085849056603772
盛帮股份,3.02%,8.91%,0.3389865168539323
威力传动,3.0%,-26.33%,0.11394658753709197
德福科技,2.99%,0.0%,inf
达嘉维康,2.98%,-6.17%,0.4826146341463423
宏源药业,2.95%,-7.21%,0.4090411255411253
严牌股份,2.92%,7.95%,0.3673432098765429
锦龙股份,2.87%,-11.62%,0.24708390804597702
冠中生态,2.85%,4.73%,0.6024583333333343
固高科技,2.83%,-3.34%,0.8477533039647593
上海凯鑫,2.63%,13.41%,0.19611839762611266
信宇人,2.61%,-22.34%,0.11681690140845068
联合化学,2.54%,6.53%,0.3891935483870966
富士莱,2.53%,-7.73%,0.32746633333333336
海科新源,2.47%,-5.62%,0.43955182481751875
巴安水务,2.42%,14.97%,0.16170000000000007
威马农机,2.22%,5.47%,0.4061654135338352
维康药业,2.17%,-4.92%,0.4406305555555562
智翔金泰,2.11%,-0.44%,4.789700000000102
通源环境,2.09%,9.85%,0.21219305555555565
飞鹿股份,2.08%,-5.29%,0.39293913043478335
永信至诚,2.06%,-7.24%,0.2843363281249998
兴源环境,2.06%,11.18%,0.18422285714285708
华融化学,2.05%,4.38%,0.4683461538461532
东南电子,2.04%,0.45%,4.528799999999963
华通线缆,2.01%,-3.17%,0.6346961538461524
乐心医疗,1.99%,2.9%,0.6865500000000019
蓝晓科技,1.99%,4.65%,0.42784999999999956
洪兴股份,1.97%,0.61%,3.254439999999954
深水海纳,1.97%,9.27%,0.2124509803921569
*ST美尚,1.96%,8.42%,0.23289411764705895
中光防雷,1.96%,11.68%,0.1678703703703704
力源科技,1.86%,4.42%,0.4212648648648658
南大环境,1.85%,8.32%,0.22248177083333318
军信股份,1.84%,3.02%,0.6101439999999999
赛恩斯,1.81%,4.92%,0.3677590909090908
天健集团,1.79%,3.83%,0.4676374999999996
天源环保,1.72%,7.65%,0.22473157894736848
亚宝药业,1.71%,7.51%,0.2275615384615382
源飞宠物,1.7%,-7.63%,0.22274358974358974
唯捷创芯,1.69%,1.41%,1.194563157894751
三维天地,1.67%,66.46%,0.025129640498899503
东华能源,1.66%,9.13%,0.18183678160919522
金凯生科,1.64%,18.5%,0.088671186440678
聚杰微纤,1.62%,5.15%,0.31437391304347845
哈三联,1.59%,-0.08%,20.43150000000043
耐普矿机,1.57%,-6.26%,0.2509454054054053
天元宠物,1.54%,-8.27%,0.18631724137931058
金富科技,1.53%,-2.6%,0.5875199999999999
建研设计,1.52%,-0.54%,2.816559999999961
美芝股份,1.5%,-3.27%,0.4581428571428576
蓝天燃气,1.47%,-0.4%,3.6676499999999153
鸿铭股份,1.46%,-0.19%,7.690028571428539
奥雅股份,1.46%,5.83%,0.2505569506726461
汇纳科技,1.46%,15.84%,0.09215064935064939
超捷股份,1.45%,-4.34%,0.33385950413223114
普蕊斯,1.44%,2.61%,0.5511272727272727
科创信息,1.42%,5.2%,0.2731411764705884
汇得科技,1.41%,-3.08%,0.45724285714285784
利仁科技,1.39%,0.56%,2.4620374999999974
亚钾国际,1.38%,0.79%,1.74734285714285
联泰环保,1.34%,1.38%,0.9681499999999991
柏诚股份,1.34%,3.55%,0.3777283018867916
指南针,1.32%,-2.44%,0.5411999999999962
汇金科技,1.32%,-2.12%,0.6231310344827604
筑博设计,1.32%,4.4%,0.30006428571428645
百诚医药,1.31%,0.84%,1.5575632653061158
