股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
协昌科技,6.89%,0.0%,inf
德福科技,2.99%,0.0%,inf
弘业股份,2.1%,0.0%,inf
苏豪弘业,2.1%,0.0%,inf
众辰科技,1.02%,0.0%,inf
锴威特,4.62%,0.0%,inf
中国科传,1.34%,0.03%,43.59020000000868
拓山重工,14.9%,-0.59%,25.404500000000045
凯莱英,1.82%,-0.08%,21.681660000001237
博闻科技,1.88%,0.13%,14.776800000000318
共创草坪,1.56%,-0.13%,11.91839999999955
华旺科技,4.49%,0.42%,10.80967500000023
君逸数码,22.53%,2.75%,8.19625862068968
唯捷创芯,2.22%,-0.53%,4.221700000000006
有研粉材,5.81%,-1.48%,3.9168169811321194
港通医疗,4.47%,1.32%,3.378841071428556
四方新材,2.55%,-0.92%,2.761285714285703
福莱新材,7.66%,-3.02%,2.534319148936167
天元股份,3.61%,-1.49%,2.4254687499999985
宁波方正,8.47%,-3.95%,2.143399999999999
森麒麟,1.75%,1.05%,1.6741666666666757
鸿铭股份,1.9%,-1.15%,1.645046511627908
乐通股份,1.62%,0.99%,1.6341749999999982
欧亚集团,3.51%,2.37%,1.4800500000000052
古鳌科技,2.41%,1.7%,1.4206641025641005
重庆银行,2.51%,1.77%,1.4163571428571553
广百股份,2.0%,1.5%,1.3340000000000047
双乐股份,2.32%,1.8%,1.2882823529411773
富临运业,1.1%,0.88%,1.2484999999999897
华纺股份,2.05%,1.67%,1.2300000000000044
源飞宠物,7.5%,-6.16%,1.216935483870968
众望布艺,2.37%,-1.97%,1.200592105263161
辽宁成大,1.09%,0.91%,1.1980916666666563
华友钴业,1.39%,-1.17%,1.1838166666666683
美芝股份,3.41%,2.89%,1.1817413793103484
汇隆新材,4.57%,-3.95%,1.1583956521739165
天力锂能,17.33%,-15.28%,1.133961455108359
洪兴股份,1.2%,-1.13%,1.0616842105263284
税友股份,1.98%,-2.04%,0.9697050000000036
中金岭南,1.28%,1.36%,0.941714285714294
双枪科技,3.37%,-3.63%,0.9282061728395075
原尚股份,1.44%,-1.55%,0.9266086956521721
绝味食品,1.1%,1.21%,0.907365853658544
优彩资源,4.45%,4.92%,0.9035972222222213
和辉光电,1.76%,1.95%,0.9011200000000033
华斯股份,1.88%,2.11%,0.8911200000000032
冠中生态,4.31%,4.87%,0.8852972972972971
大业股份,1.08%,-1.23%,0.8747999999999962
宏发股份,1.3%,-1.52%,0.8543600000000002
固高科技,2.83%,-3.34%,0.8477533039647593
齐鲁银行,2.32%,2.77%,0.8373090909090919
铂力特,3.69%,4.45%,0.8292910602910596
杭州高新,1.63%,2.03%,0.8033571428571398
汇得科技,1.98%,2.48%,0.7969499999999996
森林包装,1.77%,-2.27%,0.7808823529411769
中百集团,2.73%,3.51%,0.7780499999999994
神州数码,6.88%,9.05%,0.7603074509803919
园林股份,1.25%,1.66%,0.7546052631578969
迎丰股份,3.94%,5.23%,0.7536838709677406
中南股份,2.34%,3.16%,0.7410000000000011
真爱美家,1.78%,-2.44%,0.7297999999999991
南京高科,1.54%,-2.11%,0.7293000000000016
准油股份,1.39%,1.92%,0.7249384615384622
东珠生态,1.17%,-1.71%,0.6825000000000012
王力安防,3.16%,-4.78%,0.6616653061224487
我爱我家,1.19%,1.85%,0.6426000000000023
朝阳科技,2.72%,-4.28%,0.6353509433962251
泰慕士,27.7%,43.89%,0.6310848540145985
天佑德酒,1.29%,2.05%,0.6302571428571403
珠海冠宇,1.73%,-2.79%,0.6209789473684207
南京证券,1.17%,1.94%,0.6032812499999994
金富科技,2.9%,-4.88%,0.5938958333333328
民丰特纸,1.19%,2.01%,0.5917545454545438
经纬股份,5.25%,8.94%,0.5869974874371864
中持股份,1.65%,2.86%,0.5775000000000003
晶晨股份,1.14%,-1.98%,0.5754034682080958
西部黄金,2.81%,4.93%,0.5699031250000012
森鹰窗业,4.16%,7.42%,0.5607043062200961
彩虹股份,1.76%,3.15%,0.5592888888888871
稳健医疗,1.09%,-1.99%,0.5473926829268291
锦龙股份,4.49%,8.26%,0.5436900990099012
蓝晓科技,1.83%,3.56%,0.5136258373205731
东莞控股,1.21%,2.4%,0.5043499999999986
南钢股份,3.48%,7.08%,0.49155000000000043
超捷股份,6.06%,-12.85%,0.47153893129770996
弘业期货,4.2%,-9.08%,0.4626131386861317
亚通股份,2.18%,4.72%,0.4618370370370363
卓胜微,2.05%,4.57%,0.44890816326530564
永安期货,2.57%,5.98%,0.43001134020618603
南山控股,1.65%,3.87%,0.4264615384615374
北京人力,2.08%,5.06%,0.4113032258064509
威马农机,2.22%,5.47%,0.4061654135338352
华新环保,3.89%,9.76%,0.3986418803418803
栖霞建设,1.98%,5.0%,0.39600000000000085
辽港股份,1.02%,2.58%,0.3952499999999997
宁波色母,1.53%,-3.92%,0.3899634146341462
哈三联,2.14%,-5.52%,0.38776800000000006
浙商证券,1.34%,3.5%,0.38285714285714323
开创国际,1.15%,3.22%,0.35724193548387256
华骐环保,3.83%,10.76%,0.3558193548387096
艾为电子,3.51%,-10.03%,0.3500472857142857
中国软件,1.32%,-3.78%,0.34899999999999926
绿岛风,1.15%,-3.32%,0.34609523809523784
博迈科,2.04%,5.93%,0.3439267605633808
华熙生物,1.07%,-3.16%,0.33838750000000056
金种子酒,1.88%,5.69%,0.33028181818181807
新华保险,1.07%,3.26%,0.3285961832061063
方正科技,2.69%,8.26%,0.32578888888888885
通源环境,3.87%,11.92%,0.32476315789473703
联泰环保,1.43%,4.46%,0.32089199999999996
中亦科技,1.99%,-6.22%,0.31973830409356724
江阴银行,1.37%,4.32%,0.3168125000000006
世联行,2.05%,6.56%,0.3123235294117649
同大股份,1.01%,3.25%,0.310481481481482
天元宠物,1.57%,-5.1%,0.30803140495867837
东兴证券,1.25%,4.06%,0.30757575757575745
劲旅环境,1.68%,5.48%,0.30647647058823463
电连技术,1.45%,-4.75%,0.30520303030303053
国金证券,2.27%,7.46%,0.3043863636363635
莱尔科技,1.45%,4.82%,0.3008749999999993
好当家,1.22%,4.07%,0.30011999999999983
青农商行,1.65%,5.51%,0.2992000000000003
第一创业,1.97%,6.65%,0.29601842105263165
金地集团,1.22%,4.13%,0.2953241379310343
梦网科技,4.89%,16.74%,0.29206636363636373
飞荣达,1.32%,4.55%,0.2900117647058825
常熟银行,1.43%,4.96%,0.28810294117646995
元力股份,1.29%,4.58%,0.281908
锦江酒店,1.24%,-4.53%,0.2740156862745099
德龙汇能,1.03%,3.79%,0.27176153846153867
南都物业,2.02%,7.48%,0.2700898876404498
小崧股份,1.54%,-5.71%,0.26961846153846136
江波龙,7.17%,-26.82%,0.2673102200141944
天宸股份,1.84%,-6.89%,0.26712470588235304
新洋丰,1.48%,5.64%,0.2626372881355933
万年青,1.46%,5.61%,0.26014545454545485
百普赛斯,1.55%,5.97%,0.2596798866855523
创益通,3.37%,-13.02%,0.25882207207207203
仁和药业,2.09%,8.08%,0.2587419999999999
华阳国际,2.39%,9.28%,0.25744251968503945
华测检测,1.02%,4.01%,0.254592
智翔金泰,3.81%,-14.98%,0.2542656903765691
东阿阿胶,1.15%,4.62%,0.24909911894273173
耐普矿机,3.92%,15.93%,0.2460031496062993
润丰股份,1.55%,-6.36%,0.24388712871287144
中兰环保,2.8%,11.94%,0.23449999999999968
宁波富邦,1.41%,-6.04%,0.23338656716417908
保立佳,2.09%,9.07%,0.23054906832298142
太极股份,1.54%,6.68%,0.23054029850746272
桐昆股份,1.29%,5.65%,0.22829605263157846
伟测科技,2.72%,-12.02%,0.22638093774019974
爱丽家居,1.38%,6.16%,0.22411199999999995
亚钾国际,2.26%,10.2%,0.2216258064516129
华泰证券,3.86%,17.42%,0.22159259259259262
迪哲医药,1.94%,-8.77%,0.2212280701754385
广宇集团,1.33%,6.02%,0.2210333333333334
黑牡丹,1.29%,5.86%,0.22003714285714254
苏宁环球,1.34%,6.09%,0.21991764705882363
武汉控股,1.3%,5.93%,0.21919444444444477
塔牌集团,1.68%,7.83%,0.2145442622950819
无锡银行,1.51%,7.16%,0.21099189189189185
华菱钢铁,4.27%,20.33%,0.2100494949494949
财通证券,2.5%,11.93%,0.20948275862068963
赢合科技,7.44%,35.68%,0.20853811074918568
兴业证券,1.44%,6.91%,0.20829767441860433
市北高新,1.36%,6.55%,0.2075096774193551
张家港行,1.5%,7.24%,0.20709677419354863
贵阳银行,1.87%,9.06%,0.20649574468085122
山东钢铁,1.02%,4.96%,0.20545714285714264
博思软件,1.28%,6.24%,0.20520421052631596
