股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
利欧股份,1.18%,0.0%,inf
新亚电子,1.17%,0.07%,16.47360000000035
银星能源,1.23%,0.13%,9.286500000000197
中科蓝讯,1.47%,-0.23%,6.360506249999572
北新路桥,1.08%,0.19%,5.745600000000122
华旺科技,2.32%,0.47%,4.90215999999993
能辉科技,1.27%,-0.3%,4.279900000000007
返利科技,1.63%,0.42%,3.8875499999999095
宁波方正,6.22%,1.92%,3.23841290322582
国联水产,1.08%,0.38%,2.8403999999999345
百普赛斯,1.51%,-0.56%,2.686607894736874
佳云科技,1.22%,0.55%,2.202099999999998
果麦文化,1.16%,-0.58%,2.017008
浙江荣泰,12.0%,-6.7%,1.7908860759493688
盛通股份,2.09%,1.26%,1.6534222222222246
沃特股份,1.34%,-0.84%,1.592087499999999
中百集团,1.39%,0.97%,1.4317000000000053
华夏幸福,1.05%,-0.74%,1.4279999999999986
源飞宠物,3.24%,-2.5%,1.2935699999999988
荣旗科技,5.84%,4.54%,1.2861476923076904
亚通股份,1.4%,1.1%,1.275999999999995
挖金客,6.18%,4.89%,1.2641944700460819
冰川网络,1.03%,-0.82%,1.2532892857142808
天龙集团,2.0%,1.6%,1.248571428571424
旋极信息,1.17%,-0.94%,1.2479999999999898
通行宝,3.17%,2.56%,1.2384133333333378
菱电电控,1.57%,1.37%,1.1426869565217475
弘业期货,8.99%,7.97%,1.1277699186991865
富通信息,1.12%,1.02%,1.1013333333333406
保力新,2.93%,-2.67%,1.0958199999999991
大华股份,1.68%,1.59%,1.0535999999999957
精伦电子,2.43%,2.31%,1.0509749999999993
汉仪股份,1.0%,-0.98%,1.0186666666666606
铭普光磁,3.4%,3.51%,0.9698095238095241
泰慕士,10.14%,10.73%,0.9454478873239445
永顺泰,1.02%,1.1%,0.9297300000000029
粤宏远A,2.26%,2.5%,0.9040000000000032
天承科技,1.32%,1.59%,0.8313250000000012
水羊股份,1.85%,2.3%,0.8045612244897927
天力锂能,3.49%,4.37%,0.7995120192307699
南凌科技,1.55%,2.11%,0.7346415094339657
同花顺,1.33%,1.83%,0.7279002849002809
中元股份,2.34%,3.33%,0.7030173913043494
弘亚数控,1.2%,1.73%,0.6948749999999995
南山控股,1.41%,2.09%,0.6750374999999994
中工国际,1.09%,1.67%,0.6534550000000023
青云科技,1.3%,2.03%,0.6391666666666678
酷特智能,1.76%,2.95%,0.59602162162162
星辉娱乐,1.48%,-2.65%,0.5579599999999995
博迈科,1.96%,3.58%,0.5475217391304338
恒锋信息,1.34%,2.54%,0.5283945945945933
源杰科技,4.64%,8.8%,0.5271410736579273
索辰科技,2.6%,5.04%,0.5162135922330104
思特奇,1.5%,2.95%,0.507857142857144
常山北明,1.47%,2.92%,0.5033000000000002
瑞松科技,1.23%,2.45%,0.5025916666666675
汤姆猫,1.03%,-2.07%,0.49756923076923104
经纬纺机,1.15%,2.32%,0.49549999999999905
青农商行,1.12%,2.33%,0.48000000000000104
二三四五,1.53%,3.27%,0.46817999999999954
太极股份,1.32%,2.84%,0.4643609756097573
雪迪龙,2.18%,4.81%,0.4534399999999997
赛维时代,3.9%,-8.8%,0.44331280788177396
航天软件,2.83%,6.51%,0.4347765363128494
恺英网络,1.53%,3.53%,0.43301886792452876
坚朗五金,1.27%,3.0%,0.4230932989690726
朗威股份,2.45%,5.8%,0.4223697916666661
中原证券,1.7%,4.04%,0.4202777777777784
恒宝股份,2.21%,5.3%,0.417017391304347
永安期货,1.74%,4.25%,0.4096708860759498
埃科光电,2.26%,5.54%,0.40801988636363684
和胜股份,1.15%,-2.82%,0.4072131147540964
尚荣医疗,2.03%,5.04%,0.4031000000000002
冠捷科技,1.02%,2.61%,0.39099999999999957
信德新材,3.15%,8.19%,0.3846111111111112
博彦科技,2.1%,5.49%,0.3826027397260281
