股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
长安汽车,1.45%,0.0%,inf
倍杰特,3.72%,0.0%,inf
方大集团,1.34%,0.0%,inf
拓山重工,4.7%,0.16%,28.764000000001634
绿岛风,1.26%,0.06%,20.141100000000428
金富科技,1.79%,0.1%,17.524099999997258
王力安防,6.11%,0.39%,15.794349999999636
宝丽迪,1.15%,-0.11%,10.764000000000228
南华仪器,1.9%,0.19%,10.146000000000216
福立旺,5.07%,0.52%,9.675249999999918
建科股份,2.15%,0.26%,8.252416666666843
盛弘股份,3.39%,0.43%,7.881750000000013
泰和科技,1.4%,0.18%,7.676666666666375
广信材料,2.22%,0.36%,6.142000000000131
山水比德,1.88%,0.34%,5.480199999999921
同兴环保,1.98%,-0.52%,3.7746000000000195
雅艺科技,3.06%,0.82%,3.7357500000000248
众望布艺,1.48%,-0.42%,3.5520000000000755
多瑞医药,1.01%,-0.29%,3.4700714285714147
正和生态,1.15%,0.34%,3.42699999999987
园林股份,1.8%,0.53%,3.422999999999972
真爱美家,2.1%,0.63%,3.334800000000012
哈三联,1.23%,0.37%,3.289019999999953
福莱新材,2.92%,0.9%,3.257885714285701
嘉华股份,1.23%,0.39%,3.1323999999999734
凯中精密,1.86%,0.65%,2.869714285714347
博通股份,1.49%,0.52%,2.847141666666643
潜能恒信,2.4%,-0.87%,2.7670588235293843
地铁设计,2.15%,0.78%,2.7434000000000265
工大高科,1.07%,0.39%,2.7376714285714177
维康药业,1.57%,0.61%,2.5635857142857037
利仁科技,2.24%,0.9%,2.4984615384615236
青岛食品,1.86%,-0.75%,2.4884142857142755
法狮龙,1.36%,-0.56%,2.4275999999999978
联合化学,2.95%,1.24%,2.3742741935483695
豪恩汽电,7.08%,3.01%,2.351552767527681
华光新材,2.04%,-0.89%,2.3018000000000036
力源科技,1.35%,0.6%,2.2680000000000486
金钟股份,9.13%,4.06%,2.2503759259259297
联翔股份,1.17%,-0.53%,2.204800000000004
福星股份,1.03%,0.47%,2.188750000000047
世华科技,1.15%,-0.54%,2.1358636363636476
西上海,3.87%,1.87%,2.0750029411764714
上海艾录,2.15%,-1.05%,2.0561818181818285
朗科智能,1.03%,0.51%,2.0208600000000434
西力科技,1.68%,-0.84%,1.9930909090908875
强力新材,1.28%,0.69%,1.8505142857142782
可靠股份,1.23%,0.68%,1.8050249999999985
霍普股份,2.91%,1.64%,1.7744071428571357
泰福泵业,1.86%,1.05%,1.7714285714285642
安德利,4.58%,2.61%,1.758015384615386
星光农机,4.25%,-2.43%,1.751354166666665
华锡有色,2.52%,1.5%,1.677200000000003
四方新材,1.18%,0.73%,1.6262545454545538
宁波富邦,1.61%,-1.0%,1.6100000000000083
上海三毛,1.81%,1.16%,1.5549545454545282
超捷股份,3.99%,-2.59%,1.5422884615384664
元力股份,3.71%,2.41%,1.537387804878048
美芝股份,1.34%,0.9%,1.4888888888888916
安记食品,1.55%,1.04%,1.4864500000000052
华融化学,2.58%,-1.74%,1.4851124999999985
大连友谊,1.42%,0.97%,1.4626000000000055
亚光股份,1.56%,-1.07%,1.4558594594594418
悦安新材,1.7%,1.18%,1.4363454545454435
建艺集团,1.9%,1.34%,1.4126499999999926
华斯股份,2.4%,1.7%,1.4099999999999988
果麦文化,2.14%,-1.52%,1.408176315789477
贝肯能源,3.69%,2.65%,1.3904590909090866
智翔金泰,3.08%,-2.24%,1.3758739726027387
红墙股份,2.79%,2.13%,1.310086956521747
冠盛股份,1.99%,1.58%,1.2566481481481502
中岩大地,1.12%,-0.9%,1.2402133333333454
华峰铝业,1.81%,-1.46%,1.2382045454545418
