股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
江波龙,10.28%,16.37%,0.6281174311926607
创益通,8.41%,24.18%,0.3478492574257427
耐科装备,8.19%,11.73%,0.6981496815286622
湖南裕能,7.7%,8.59%,0.8958888888888885
世纪恒通,7.4%,9.1%,0.8130892307692307
涛涛车业,6.92%,7.34%,0.9427777158774362
光大同创,6.65%,15.51%,0.42869385026737955
翔腾新材,6.08%,11.89%,0.5111798319327733
德尔玛,5.51%,6.59%,0.8359795698924732
晶合集成,5.42%,5.22%,1.0390914285714277
永悦科技,5.33%,23.1%,0.23076127167630053
赢合科技,5.3%,28.38%,0.18678225806451612
德邦科技,5.24%,16.13%,0.3247784714747038
科信技术,5.24%,16.81%,0.3117881619937697
佰维存储,5.24%,17.22%,0.30436595744680855
圣泉集团,4.77%,11.63%,0.41001702127659573
经纬股份,4.73%,5.52%,0.8570987951807222
金太阳,4.46%,7.92%,0.5633684210526325
飞荣达,4.34%,17.98%,0.24135395683453262
蜂助手,4.28%,12.98%,0.3296132780082987
海光信息,3.98%,11.44%,0.3478173913043473
奥飞娱乐,3.97%,17.57%,0.225946913580247
万得凯,3.79%,7.9%,0.4797157407407407
共创草坪,3.76%,-1.18%,3.17655172413794
北京君正,3.73%,10.83%,0.344399484004128
*ST爱迪,3.63%,-6.19%,0.5865315789473684
岱勒新材,3.45%,2.9%,1.1902499999999971
科瑞思,3.4%,11.75%,0.2893966666666667
安德利,3.34%,-3.67%,0.9103641025641012
楚环科技,3.15%,3.65%,0.8629182692307668
梦网科技,3.11%,18.72%,0.1661258333333333
赛维时代,3.08%,-3.48%,0.885550326797385
好上好,3.08%,5.88%,0.5236
深科技,3.04%,13.54%,0.2245639846743296
华曙高科,2.92%,13.49%,0.21646505494505472
恒烁股份,2.89%,3.28%,0.881667293233084
金钟股份,2.86%,-7.36%,0.3887000000000001
朗坤环境,2.86%,5.64%,0.5074034482758619
逸豪新材,2.82%,8.47%,0.3331125000000006
百川畅银,2.81%,10.76%,0.26125405405405394
金力泰,2.79%,15.06%,0.18522499999999997
百花医药,2.78%,11.97%,0.23223170731707304
大为股份,2.73%,8.12%,0.3361312500000001
铂力特,2.67%,13.52%,0.19744836775483007
豪恩汽电,2.65%,-17.95%,0.1476577909270217
远翔新材,2.61%,5.6%,0.46573999999999893
华塑科技,2.57%,10.61%,0.24211649831649842
电连技术,2.57%,3.33%,0.7707876033057847
方正科技,2.56%,11.21%,0.22837894736842113
华锐精密,2.53%,16.12%,0.15691424196018378
浩丰科技,2.52%,11.29%,0.22319999999999995
鼎捷软件,2.51%,10.79%,0.23266347305389248
祥鑫科技,2.49%,-12.32%,0.20213726541554958
蓝丰生化,2.49%,28.05%,0.08877391304347829
翰博高新,2.46%,13.06%,0.1883807486631015
观想科技,2.42%,9.91%,0.24416803874092044
慈文传媒,2.37%,1.57%,1.5088999999999986
凯格精机,2.35%,11.66%,0.20157042253521135
宏昌电子,2.33%,14.62%,0.159372
南大环境,2.33%,-1.61%,1.4495052631578986
国力股份,2.27%,11.8%,0.19237708049113217
超捷股份,2.25%,-2.88%,0.7820689655172436
斯瑞新材,2.23%,0.7%,3.181466666666672
亚华电子,2.21%,5.9%,0.3747055
联科科技,2.21%,6.12%,0.3609666666666668
南芯科技,2.18%,5.32%,0.40974090909091
协创数据,2.17%,8.17%,0.2656450236966821
