股票简称,日期,5日净买入率总和,买入率总和增速
天山电子,2023-08-31,0.0349,6.323529411764706
天山电子,2023-09-06,0.09960000000000001,6.323529411764706
天山电子,2023-08-29,0.043899999999999995,6.323529411764706
天山电子,2023-08-14,0.0102,6.323529411764706
天山电子,2023-07-17,0.0134,6.323529411764706
天山电子,2023-07-14,0.0187,6.323529411764706
天山电子,2023-07-13,0.0319,6.323529411764706
天山电子,2023-07-12,0.013600000000000001,6.323529411764706
天山电子,2023-09-04,0.0694,6.323529411764706
致欧科技,2023-09-06,0.09140000000000001,6.196850393700789
致欧科技,2023-09-04,0.0639,6.196850393700789
致欧科技,2023-08-31,0.0315,6.196850393700789
致欧科技,2023-07-13,0.0127,6.196850393700789
华虹公司,2023-09-04,0.048499999999999995,6.073170731707316
华虹公司,2023-09-06,0.087,6.073170731707316
华虹公司,2023-08-31,0.0574,6.073170731707316
华虹公司,2023-08-07,0.0123,6.073170731707316
广钢气体,2023-08-31,0.0633,5.566473988439306
广钢气体,2023-09-06,0.11359999999999999,5.566473988439306
广钢气体,2023-09-04,0.062,5.566473988439306
广钢气体,2023-08-18,0.0173,5.566473988439306
双乐股份,2023-07-26,0.0144,5.296610169491525
双乐股份,2023-07-21,0.0149,5.296610169491525
双乐股份,2023-07-20,0.0176,5.296610169491525
双乐股份,2023-07-17,0.0118,5.296610169491525
双乐股份,2023-07-19,0.0176,5.296610169491525
双乐股份,2023-07-27,0.011200000000000002,5.296610169491525
双乐股份,2023-08-31,0.0134,5.296610169491525
双乐股份,2023-09-06,0.07429999999999999,5.296610169491525
双乐股份,2023-07-24,0.0128,5.296610169491525
双乐股份,2023-09-04,0.015700000000000002,5.296610169491525
恒尚节能,2023-07-13,0.0139,5.280575539568346
恒尚节能,2023-09-06,0.0873,5.280575539568346
恒尚节能,2023-09-04,0.0369,5.280575539568346
恒尚节能,2023-08-16,0.0246,5.280575539568346
天晟新材,2023-08-14,0.0285,4.724409448818898
天晟新材,2023-08-18,0.0236,4.724409448818898
天晟新材,2023-08-16,0.0632,4.724409448818898
天晟新材,2023-08-15,0.044500000000000005,4.724409448818898
天晟新材,2023-08-25,0.0727,4.724409448818898
天晟新材,2023-08-24,0.0682,4.724409448818898
天晟新材,2023-08-23,0.0646,4.724409448818898
天晟新材,2023-08-11,0.0352,4.724409448818898
天晟新材,2023-08-21,0.0432,4.724409448818898
天晟新材,2023-08-10,0.0352,4.724409448818898
天晟新材,2023-08-08,0.0362,4.724409448818898
天晟新材,2023-08-07,0.0384,4.724409448818898
天晟新材,2023-07-19,0.0127,4.724409448818898
天房发展,2023-09-06,0.0643,4.6902654867256635
天房发展,2023-07-27,0.013300000000000001,4.6902654867256635
天房发展,2023-08-29,0.0271,4.6902654867256635
天房发展,2023-09-04,0.038900000000000004,4.6902654867256635
天房发展,2023-08-31,0.038900000000000004,4.6902654867256635
天房发展,2023-07-21,0.0113,4.6902654867256635
天房发展,2023-07-26,0.013300000000000001,4.6902654867256635
深圳瑞捷,2023-07-14,0.0124,4.467741935483871
深圳瑞捷,2023-08-16,0.0495,4.467741935483871
深圳瑞捷,2023-08-18,0.0584,4.467741935483871
深圳瑞捷,2023-08-21,0.0794,4.467741935483871
深圳瑞捷,2023-08-23,0.0603,4.467741935483871
深圳瑞捷,2023-08-24,0.0603,4.467741935483871
深圳瑞捷,2023-08-25,0.0679,4.467741935483871
深圳瑞捷,2023-08-28,0.0179,4.467741935483871
深圳瑞捷,2023-08-29,0.0678,4.467741935483871
美芯晟,2023-08-02,0.011699999999999999,4.3760683760683765
美芯晟,2023-09-04,0.0226,4.3760683760683765
美芯晟,2023-08-18,0.0141,4.3760683760683765
美芯晟,2023-08-03,0.0248,4.3760683760683765
美芯晟,2023-09-06,0.0629,4.3760683760683765
美芯晟,2023-08-16,0.0125,4.3760683760683765
美芯晟,2023-08-04,0.0223,4.3760683760683765
美芯晟,2023-08-08,0.013000000000000001,4.3760683760683765
美芯晟,2023-08-29,0.0176,4.3760683760683765
美芯晟,2023-08-07,0.022099999999999998,4.3760683760683765
利仁科技,2023-08-15,0.0168,4.299999999999999
利仁科技,2023-08-21,0.0163,4.299999999999999
利仁科技,2023-08-31,0.026000000000000002,4.299999999999999
